kind,value,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
shared_node,dio_005q,True,False,False,False,False,False,False,False
shared_node,dio_00r9,True,False,False,False,False,False,False,False
shared_node,dio_018g,True,False,False,False,False,False,False,False
shared_node,dio_01px,True,False,False,False,False,False,False,False
shared_node,dio_01w7,True,False,False,False,False,False,False,False
shared_node,dio_02cr,True,False,False,False,False,False,False,False
shared_node,dio_02rt,True,False,False,False,False,False,False,False
shared_node,dio_0325,True,False,False,False,False,False,False,False
shared_node,dio_03fd,True,False,False,False,False,False,False,False
shared_node,dio_03sc,True,False,False,False,False,False,False,False
shared_node,dio_04bi,True,False,False,False,False,False,False,False
shared_node,dio_05c5,True,False,False,False,False,False,False,False
shared_node,dio_05e5,True,False,False,False,False,False,False,False
shared_node,dio_05f2,True,False,False,False,False,False,False,False
shared_node,dio_05pr,True,False,False,False,False,False,False,False
shared_node,dio_05ws,True,False,False,False,False,False,False,False
shared_node,dio_05xk,True,False,False,False,False,False,False,False
shared_node,dio_066y,True,False,False,False,False,False,False,False
shared_node,dio_06b8,True,False,False,False,False,False,False,False
shared_node,dio_06gy,True,False,False,False,False,False,False,False
shared_node,dio_06jl,True,False,False,False,False,False,False,False
shared_node,dio_06qr,True,False,False,False,False,False,False,False
shared_node,dio_0710,True,False,False,False,False,False,False,False
shared_node,dio_07kj,True,False,False,False,False,False,False,False
shared_node,dio_07lp,True,False,False,False,False,False,False,False
shared_node,dio_07mw,True,False,False,False,False,False,False,False
shared_node,dio_07t8,True,False,False,False,False,False,False,False
shared_node,dio_07t9,True,False,False,False,False,False,False,False
shared_node,dio_07we,True,False,False,False,False,False,False,False
shared_node,dio_080e,True,False,False,False,False,False,False,False
shared_node,dio_08mk,True,False,False,False,False,False,False,False
shared_node,dio_08pv,True,False,False,False,False,False,False,False
shared_node,dio_08ub,True,False,False,False,False,False,False,False
shared_node,dio_09b1,True,False,False,False,False,False,False,False
shared_node,dio_09fk,True,False,False,False,False,False,False,False
shared_node,dio_09od,True,False,False,False,False,False,False,False
shared_node,dio_09ow,True,False,False,False,False,False,False,False
shared_node,dio_09u3,True,False,False,False,False,False,False,False
shared_node,dio_09zn,True,False,False,False,False,False,False,False
shared_node,dio_0a08,True,False,False,False,False,False,False,False
shared_node,dio_0a9m,True,False,False,False,False,False,False,False
shared_node,dio_0bm2,True,False,False,False,False,False,False,False
shared_node,dio_0bvc,True,False,False,False,False,False,False,False
shared_node,dio_0c9o,True,False,False,False,False,False,False,False
