stability_kind,inner_state,contact_quality,count,reward_sum,best_reward_sum,avg_reward,families,actions
stable_state,inner_carried,positive_real_contact,4,5.539416,5.539416,1.384854,dio_0arw,LONG
transition_state,inner_carried,positive_real_contact,4,4.146636,4.146636,1.036659,dio_0t0v,LONG
start_state,inner_carried,positive_real_contact,4,3.577568,3.577568,0.894392,dio_1u7v,SHORT
transition_state,inner_cautious,observed_potential,4,0.0,0.569932,0.0,dio_1vpi,WAIT
transition_state,inner_open_observation,observed_potential,4,0.0,0.37806,0.0,dio_14xc,WAIT
transition_state,inner_unknown,observed_potential,4,0.0,2.516584,0.0,dio_00qb,WAIT
