compare_state,count,reward_delta,episode_delta,before_reward,after_reward,before_episode_count,after_episode_count,families
same_variant_state,10,0.0,0,6.0,6.0,30,30,"dio_0989:WAIT,dio_0b66:WAIT,dio_0gmg:WAIT,dio_0hd3:SHORT,dio_0qze:WAIT,dio_0szn:SHORT,dio_173s:WAIT,dio_1guc:WAIT,dio_1rv1:WAIT,dio_1t1w:WAIT"
