tick,timestamp_ms,symbol,symbol_family,action,raw_action,phase_active,phase_distance,phase_age,episode_binding_pressure,episode_release_pressure,episode_relation,best_action_training,reward,best_reward_training,better_entry_training,score_wait,score_long,score_short,sehen_form_flow,sehen_form_stability,sehen_form_change,hoeren_energy_tone,hoeren_energy_shift,fuehlen_mcm_coherence,fuehlen_mcm_tension,fuehlen_mcm_asymmetry
1,1767250300000000,dio_1r0hda7,dio_1r0h,SHORT,SHORT,0,1.000000,9999,0.000000,1.000000,none,SHORT,1.637852,1.637852,99.92000000,0.010170,-0.065649,1.364843,-0.111178,1.000000,-0.222356,0.101323,0.400000,0.971630,0.124827,-0.035625
6,1767251800000000,dio_1mml4kx,dio_1mml,WAIT,WAIT,0,0.480758,5,0.000000,1.000000,different_contact,LONG,0.000000,0.207188,97.66000000,0.052330,0.047497,-0.069950,-1.000000,1.000000,0.613060,-0.154210,-0.513514,0.956821,0.582858,-0.515568
7,1767252100000000,dio_1v23ekc,dio_1v23,WAIT,WAIT,0,0.609845,6,0.000000,1.000000,different_contact,LONG,0.000000,0.172721,97.78000000,0.057699,0.035425,-0.077759,-0.728928,0.000000,0.669394,-0.292716,-0.248619,0.318040,0.536194,-0.297269
8,1767252400000000,dio_0qb31rn,dio_0qb3,WAIT,WAIT,0,0.593211,7,0.000000,1.000000,different_contact,LONG,0.000000,0.019169,97.90000000,0.062874,-0.055496,-0.075130,-0.248571,-1.000000,0.347098,-0.225694,0.060976,-0.263194,0.254727,-0.043701
9,1767252700000000,dio_01nfcv4,dio_01nf,WAIT,WAIT,0,0.504655,8,0.000000,1.000000,none,LONG,0.000000,0.155676,97.78000000,0.061024,0.029420,-0.072147,0.034111,-1.000000,-0.204416,-0.136738,0.000000,-0.238287,0.104463,-0.029958
10,1767253000000000,dio_0nmiyar,dio_0nmi,WAIT,WAIT,0,0.364933,9,0.000000,1.000000,none,LONG,0.000000,0.104207,97.94000000,0.055304,0.009868,-0.068497,0.159283,0.000000,0.136249,-0.027670,0.000000,0.392253,0.100320,0.121898
11,1767253300000000,dio_1vb3v1l,dio_1vb3,LONG,LONG,0,0.358169,10,0.000000,1.000000,none,LONG,0.410100,0.410100,97.86000000,0.048828,0.263242,-0.068017,0.136361,0.000000,0.030098,-0.036335,-0.099010,0.389826,0.077348,0.063783
16,1767254800000000,dio_1rkaw11,dio_1rka,WAIT,LONG,1,0.344391,5,0.502895,0.259419,same_episode,LONG,0.000000,1.437890,98.62000000,0.048221,0.271224,-0.071336,0.294484,0.000000,0.467731,0.351530,0.918367,0.301572,0.346163,0.460840
