trace_group,field,left_family,right_family,left_value,right_value,abs_delta,trace_state,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,trace_similarity
sehen,avg_sehen_form_flow,dio_0x52,dio_1rv1,0.072186,0.077731,0.005545,gemeinsame_spur,True,False,False,False,False,False,False,False,
sehen,avg_sehen_form_stability,dio_0x52,dio_1rv1,1.0,1.0,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
sehen,avg_sehen_form_change,dio_0x52,dio_1rv1,0.144372,0.155462,0.01109,gemeinsame_spur,True,False,False,False,False,False,False,False,
sehen,__group_summary__,dio_0x52,dio_1rv1,,,0.005545,gemeinsame_spur,True,False,False,False,False,False,False,False,0.999754
hoeren,avg_hoeren_energy_tone,dio_0x52,dio_1rv1,0.070582,0.060862,0.00972,gemeinsame_spur,True,False,False,False,False,False,False,False,
hoeren,avg_hoeren_energy_shift,dio_0x52,dio_1rv1,0.242424,0.208955,0.033469,gemeinsame_spur,True,False,False,False,False,False,False,False,
hoeren,__group_summary__,dio_0x52,dio_1rv1,,,0.021595,gemeinsame_spur,True,False,False,False,False,False,False,False,0.996283
fuehlen_mcm,avg_fuehlen_mcm_coherence,dio_0x52,dio_1rv1,0.980237,0.982959,0.002722,gemeinsame_spur,True,False,False,False,False,False,False,False,
fuehlen_mcm,avg_fuehlen_mcm_tension,dio_0x52,dio_1rv1,0.083062,0.083083,2.1e-05,gemeinsame_spur,True,False,False,False,False,False,False,False,
fuehlen_mcm,avg_fuehlen_mcm_asymmetry,dio_0x52,dio_1rv1,0.123558,0.122631,0.000927,gemeinsame_spur,True,False,False,False,False,False,False,False,
fuehlen_mcm,__group_summary__,dio_0x52,dio_1rv1,,,0.001223,gemeinsame_spur,True,False,False,False,False,False,False,False,0.999988
zeit_nachhall,avg_mini_recurrence_strength,dio_0x52,dio_1rv1,0.0,0.0,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
zeit_nachhall,avg_mini_afterimage,dio_0x52,dio_1rv1,0.0,0.0,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
zeit_nachhall,avg_mini_time_distance,dio_0x52,dio_1rv1,1.0,1.0,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
zeit_nachhall,avg_mini_temporal_form_distance,dio_0x52,dio_1rv1,1.0,1.0,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
zeit_nachhall,avg_mini_temporal_trust_support,dio_0x52,dio_1rv1,0.0,0.0,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
zeit_nachhall,avg_mini_temporal_caution_support,dio_0x52,dio_1rv1,0.72,0.72,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,
zeit_nachhall,__group_summary__,dio_0x52,dio_1rv1,,,0.0,gemeinsame_spur,True,False,False,False,False,False,False,False,1.0
neuro,avg_mini_focus_tone,dio_0x52,dio_1rv1,0.740621,0.740998,0.000377,gemeinsame_spur,True,False,False,False,False,False,False,False,
neuro,avg_mini_trust_tone,dio_0x52,dio_1rv1,0.001259,0.001262,3e-06,gemeinsame_spur,True,False,False,False,False,False,False,False,
neuro,avg_mini_caution_tone,dio_0x52,dio_1rv1,0.230948,0.230947,1e-06,gemeinsame_spur,True,False,False,False,False,False,False,False,
