symbol_family,maturation_state,observation_count,execution_count,first_observation_run,first_observation_tick,first_observation_best_action,first_observation_best_reward,first_execution_run,first_execution_tick,first_execution_action,first_execution_reward,run_lag,tick_lag,observation_reward_potential_sum,execution_reward_sum
dio_173s,observation_not_yet_executed,3,0,133,12,SHORT,0.782872,,,,0.0,,,2.348616,0
dio_1mx2,observation_not_yet_executed,4,0,133,11,SHORT,0.260467,,,,0.0,,,1.041868,0
dio_0gmg,observation_not_yet_executed,4,0,133,18,LONG,0.163765,,,,0.0,,,0.65506,0
