neighbor_state,pair_count,family_count,families,max_meaning_similarity,avg_meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
passive_same_meaning_island,12,22,dio_0325|dio_03ud|dio_07kj|dio_09u3|dio_0lu5|dio_0p12|dio_0r8l|dio_0udt|dio_0xt9|dio_0zkk|dio_10qz|dio_10xx|dio_114i|dio_12md|dio_12x0|dio_13di|dio_140n|dio_14ud|dio_15e5|dio_1r1o|dio_1reh|dio_1ytc,0.999957,0.999845,True,False,False,False,False,False,False,False
