left_family,right_family,left_episodes,right_episodes,left_reife_state,right_reife_state,reife_state_relation,left_neuro_tone,right_neuro_tone,neuro_tone_relation,left_action,right_action,action_relation,sense_distance,sense_similarity,mcm_distance,mcm_similarity,hearing_distance,hearing_similarity,temporal_distance,temporal_similarity,neuro_distance,neuro_similarity,reflection_distance,reflection_similarity,reife_distance,reife_similarity,meaning_distance,meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,neighbor_state,dio_neighbor_sentence
dio_07kj,dio_09u3,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.004387,0.999846,0.002089,0.999965,0.006238,0.999689,0.0,1.0,0.000351,0.999999,0.000135,1.0,0.0,1.0,0.002321,0.999957,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_07kj+dio_09u3: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_12x0,dio_0zkk,6,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006988,0.99961,0.001129,0.99999,0.007562,0.999543,0.0,1.0,0.001824,0.999973,0.002607,0.999946,0.0,1.0,0.003297,0.999913,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_12x0+dio_0zkk: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_10qz,dio_114i,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.005764,0.999734,0.006014,0.999711,0.003801,0.999884,0.0,1.0,0.00169,0.999977,0.00054,0.999998,0.0,1.0,0.003442,0.999905,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_10qz+dio_114i: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0r8l,dio_10xx,6,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.005386,0.999768,0.00317,0.99992,0.007732,0.999522,0.0,1.0,0.002537,0.999949,0.003934,0.999876,0.0,1.0,0.003588,0.999897,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0r8l+dio_10xx: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0lu5,dio_15e5,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009769,0.999237,0.005282,0.999777,0.000167,1.0,0.0,1.0,0.002735,0.99994,0.000814,0.999995,0.0,1.0,0.003975,0.999874,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0lu5+dio_15e5: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1reh,dio_0xt9,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007101,0.999597,0.007541,0.999545,0.002276,0.999959,0.0,1.0,0.001388,0.999985,0.002032,0.999967,0.0,1.0,0.003993,0.999872,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1reh+dio_0xt9: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_10qz,dio_1ytc,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006236,0.999689,0.00302,0.999927,0.01672,0.997769,0.0,1.0,9.5e-05,1.0,0.000125,1.0,0.0,1.0,0.004191,0.99986,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_10qz+dio_1ytc: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0p12,dio_13di,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.012442,0.998763,0.00463,0.999829,0.001508,0.999982,0.0,1.0,0.00148,0.999982,0.000826,0.999995,0.0,1.0,0.004459,0.999841,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0p12+dio_13di: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0325,dio_1ytc,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009781,0.999235,0.002607,0.999946,0.019863,0.996854,0.0,1.0,0.000531,0.999998,0.00016,1.0,0.0,1.0,0.005392,0.999767,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0325+dio_1ytc: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_12md,dio_14ud,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007729,0.999522,0.007145,0.999592,0.014048,0.998424,0.0,1.0,0.00181,0.999974,0.000502,0.999998,0.0,1.0,0.005406,0.999766,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_12md+dio_14ud: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_03ud,dio_0udt,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.010005,0.9992,0.003868,0.99988,0.017633,0.997519,0.0,1.0,0.000551,0.999998,0.000551,0.999998,0.0,1.0,0.005489,0.999759,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_03ud+dio_0udt: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_140n,dio_1r1o,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.011406,0.99896,0.00275,0.99994,0.018168,0.997366,0.0,1.0,0.000833,0.999994,0.001529,0.999981,0.0,1.0,0.005761,0.999735,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_140n+dio_1r1o: gleiche passive Bedeutungsinsel, ohne Handlung."
