symbol_family,probe,probe_kipp_state,left_episode_count,right_episode_count,episode_count_delta,left_dominant_best_action,right_dominant_best_action,left_dominant_observation_action,right_dominant_observation_action,best_reward_training_delta,trade_readiness_delta,left_dominant_neuro_tone,right_dominant_neuro_tone,left_dominant_temporal_state,right_dominant_temporal_state,left_avg_best_reward_training,right_avg_best_reward_training,left_avg_trade_readiness,right_avg_trade_readiness,left_avg_fuehlen_mcm_coherence,right_avg_fuehlen_mcm_coherence,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_01w7,probe26,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-1.15e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.00409,0.0040785,0.956046,0.95576,True,False,False,False,False,False,False,False
dio_02rt,probe20,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-1.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0028335,0.002832,0.347495,0.346707,True,False,False,False,False,False,False,False
dio_02rt,probe25,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-9.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.014198,0.0141885,0.345345,0.344486,True,False,False,False,False,False,False,False
dio_02rt,probe26,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-4.25e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.025639,0.0255965,0.346787,0.34694,True,False,False,False,False,False,False,False
dio_02y8,probe21,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,1e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0039155,0.0039165,0.914361,0.91261,True,False,False,False,False,False,False,False
dio_0325,probe24,probe_best_reward_softens,2,2,0,LONG,LONG,LONG,LONG,-0.001072,-2e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,0.543478,0.542406,0.002292,0.00229,0.983066,0.985935,True,False,False,False,False,False,False,False
dio_03sc,probe20,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,4e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.00132,0.001324,-0.330424,-0.331108,True,False,False,False,False,False,False,False
dio_03sc,probe22,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,1.55e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0065855,0.006601,-0.335508,-0.336027,True,False,False,False,False,False,False,False
dio_03sc,probe25,probe_lived_support_drop,2,0,-2,SHORT,-,SHORT,-,-1.0,-0.01182,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.01182,0.0,-0.34082,0.0,True,False,False,False,False,False,False,False
dio_05cu,probe23,probe_best_reward_softens,2,2,0,LONG,LONG,LONG,LONG,-0.00285,-1e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,0.526316,0.523466,0.001558,0.001548,0.378297,0.377418,True,False,False,False,False,False,False,False
dio_05e5,probe24,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,2.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.003733,0.0037355,0.991658,0.992724,True,False,False,False,False,False,False,False
dio_05ws,probe20,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,0.0,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.004307,0.004307,0.99932,0.998489,True,False,False,False,False,False,False,False
dio_05ws,probe22,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-1.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.021555,0.0215535,0.998166,0.997548,True,False,False,False,False,False,False,False
dio_05ws,probe23,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-4.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.038805,0.0388005,0.983351,0.982879,True,False,False,False,False,False,False,False
dio_05ws,probe24,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-7e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0559545,0.0559475,0.995662,0.99574,True,False,False,False,False,False,False,False
dio_05ws,probe25,probe_no_visible_kipp,2,2,0,LONG,LONG,-,-,0.0,1.6e-05,relief_tone,relief_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.084059,0.084075,0.991903,0.992751,True,False,False,False,False,False,False,False
dio_05ws,probe26,probe_lived_support_drop,2,0,-2,LONG,-,-,-,-1.0,-0.239224,relief_tone,-,temporal_first_contact,-,1.0,0.0,0.239224,0.0,0.993603,0.0,True,False,False,False,False,False,False,False
dio_05xk,probe20,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,4.5e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.001621,0.0016255,-0.231139,-0.23094,True,False,False,False,False,False,False,False
dio_05xk,probe22,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,2.05e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.008102,0.0081225,-0.227931,-0.228023,True,False,False,False,False,False,False,False
dio_05xk,probe25,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,3.45e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.014547,0.0145815,-0.226448,-0.225987,True,False,False,False,False,False,False,False
dio_05xk,probe26,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,4.95e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0209395,0.020989,-0.222943,-0.22302,True,False,False,False,False,False,False,False
dio_065c,probe22,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.506757,0.00148,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,0.493243,1.0,0.0014305,0.0029105,0.385299,0.386005,True,False,False,False,False,False,False,False
dio_06b8,probe20,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,1e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.001666,0.001667,-0.228465,-0.227907,True,False,False,False,False,False,False,False
dio_06b8,probe21,probe_no_visible_kipp,4,4,0,LONG,LONG,LONG,LONG,0.0,2.5e-07,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.01156425,0.0115645,-0.2426945,-0.243325,True,False,False,False,False,False,False,False
dio_06b8,probe22,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-9e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0214575,0.0214485,-0.232432,-0.233521,True,False,False,False,False,False,False,False
dio_06b8,probe24,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-2.1e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.026473,0.026452,-0.240413,-0.241587,True,False,False,False,False,False,False,False
dio_06b8,probe25,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-3.15e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.02648,0.0264485,-0.233946,-0.233368,True,False,False,False,False,False,False,False
dio_06b8,probe26,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-4.25e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0265925,0.02655,-0.229924,-0.231125,True,False,False,False,False,False,False,False
dio_06gy,probe21,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,7.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.004275,0.0042825,0.987998,0.989142,True,False,False,False,False,False,False,False
dio_06jl,probe26,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-1.3e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.002818,0.002805,0.397162,0.396571,True,False,False,False,False,False,False,False
dio_07lp,probe21,probe_best_reward_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,-0.001956,-1.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,0.340647,0.338691,0.000999,0.0009975,0.39871,0.399284,True,False,False,False,False,False,False,False
dio_07mb,probe25,probe_trade_readiness_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,-1e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0022915,0.0022905,0.077691,0.078354,True,False,False,False,False,False,False,False
dio_07mw,probe20,probe_neuro_tone_reorganizes,0,4,4,-,SHORT,-,SHORT,1.0,0.0083665,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0083665,0.0,0.3889785,True,False,False,False,False,False,False,False
dio_07mw,probe24,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,0.0223345,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0028075,0.025142,0.388006,0.386031,True,False,False,False,False,False,False,False
dio_07mw,probe25,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,0.022354,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0140505,0.0364045,0.391951,0.391034,True,False,False,False,False,False,False,False
dio_07t9,probe22,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.0027735,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0027735,0.0,0.297106,True,False,False,False,False,False,False,False
dio_07t9,probe25,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.002784,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.002784,0.0,0.288037,0.0,True,False,False,False,False,False,False,False
dio_07t9,probe26,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-4.15e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.013929,0.0138875,0.291942,0.291021,True,False,False,False,False,False,False,False
dio_080e,probe25,probe_best_reward_softens,2,2,0,LONG,LONG,LONG,LONG,-0.003401,-1.8e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,0.560081,0.55668,0.0023865,0.0023685,0.935305,0.932501,True,False,False,False,False,False,False,False
dio_091t,probe22,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-3.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0025135,0.00251,0.333891,0.332303,True,False,False,False,False,False,False,False
dio_091t,probe26,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.012567,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.012567,0.0,0.320455,0.0,True,False,False,False,False,False,False,False
dio_09ow,probe22,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-1.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0041715,0.00417,0.928497,0.925901,True,False,False,False,False,False,False,False
dio_09tm,probe21,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,1.35e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0029715,0.002985,0.387618,0.38909,True,False,False,False,False,False,False,False
dio_09u3,probe25,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0027915,0.0027965,0.349053,0.349377,True,False,False,False,False,False,False,False
dio_09u3,probe26,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,1.95e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0139605,0.01398,0.350712,0.351024,True,False,False,False,False,False,False,False
dio_0a7t,probe26,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,4e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0027935,0.0027975,0.399953,0.398183,True,False,False,False,False,False,False,False
dio_0avw,probe23,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-2.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0042785,0.004276,0.981659,0.982225,True,False,False,False,False,False,False,False
dio_0azl,probe26,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-3e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0028835,0.0028805,0.384368,0.38388,True,False,False,False,False,False,False,False
dio_0b2b,probe23,probe_best_reward_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,-0.000188,-5e-07,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,0.017825,0.017637,4.85e-05,4.8e-05,0.351368,0.349884,True,False,False,False,False,False,False,False
dio_0bde,probe22,probe_best_reward_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,-0.008695,-1.45e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.449871,0.441176,0.000664,0.0006495,-0.20233,-0.204149,True,False,False,False,False,False,False,False
dio_0bm2,probe25,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,2.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.003842,0.0038445,0.900357,0.899535,True,False,False,False,False,False,False,False
dio_0bm2,probe26,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,1.1e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.019216,0.019227,0.903188,0.902349,True,False,False,False,False,False,False,False
dio_0ce4,probe22,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,3.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0041935,0.004197,0.975849,0.975989,True,False,False,False,False,False,False,False
dio_0ce4,probe24,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,1.85e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.02095,0.0209685,0.973205,0.972914,True,False,False,False,False,False,False,False
dio_0ce4,probe26,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,3.25e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.037613,0.0376455,0.95663,0.956652,True,False,False,False,False,False,False,False
dio_0cxr,probe21,probe_trade_readiness_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,-1e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0038425,0.0038415,0.989748,0.989337,True,False,False,False,False,False,False,False
dio_0dos,probe22,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,1.45e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.002602,0.0026165,0.358651,0.357327,True,False,False,False,False,False,False,False
dio_0dos,probe24,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,7.35e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.013018,0.0130915,0.362326,0.361275,True,False,False,False,False,False,False,False
dio_0dos,probe25,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.0234835,focus_tone,-,temporal_first_contact,-,1.0,0.0,0.0234835,0.0,0.364067,0.0,True,False,False,False,False,False,False,False
dio_0e02,probe23,probe_best_reward_softens,2,2,0,LONG,LONG,LONG,LONG,-0.01152,-2.55e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,0.535714,0.524194,0.0015245,0.001499,0.398006,0.399966,True,False,False,False,False,False,False,False
dio_0e37,probe20,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,3.5e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.001892,0.0018955,-0.205173,-0.204499,True,False,False,False,False,False,False,False
dio_0e37,probe22,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,1.75e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0094775,0.009495,-0.207599,-0.207288,True,False,False,False,False,False,False,False
dio_0e37,probe24,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,2.6e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0171095,0.0171355,-0.204836,-0.204352,True,False,False,False,False,False,False,False
dio_0eeh,probe20,probe_no_visible_kipp,2,4,2,LONG,LONG,LONG,LONG,0.0,0.007749,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0039135,0.0116625,0.909964,0.9041505,True,False,False,False,False,False,False,False
dio_0eeh,probe21,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,0.0154945,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.01954,0.0350345,0.901161,0.900503,True,False,False,False,False,False,False,False
dio_0eeh,probe22,probe_no_visible_kipp,4,4,0,LONG,LONG,LONG,LONG,0.0,0.013557,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.04283375,0.05639075,0.901587,0.899791,True,False,False,False,False,False,False,False
dio_0eeh,probe24,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-4.75e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0622775,0.06223,0.901064,0.901596,True,False,False,False,False,False,False,False
dio_0eeh,probe26,probe_trade_readiness_softens,2,4,2,LONG,LONG,LONG,LONG,0.0,-3.725e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.062262,0.06222475,0.888609,0.891301,True,False,False,False,False,False,False,False
dio_0ehw,probe23,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-3e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.002704,0.002701,0.308119,0.30682,True,False,False,False,False,False,False,False
dio_0eq2,probe21,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,3.5e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.001346,0.0013495,-0.316483,-0.315013,True,False,False,False,False,False,False,False
dio_0fsp,probe26,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-1.75e-05,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.003925,0.0039075,0.924715,0.924052,True,False,False,False,False,False,False,False
dio_0ft4,probe25,probe_best_reward_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,-0.008295,-9e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.491679,0.483384,0.000794,0.000785,-0.205088,-0.202681,True,False,False,False,False,False,False,False
dio_0ft4,probe26,probe_best_reward_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,-0.007681,-4.65e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.483871,0.47619,0.0039405,0.003894,-0.207261,-0.205019,True,False,False,False,False,False,False,False
dio_0g2u,probe20,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.001589,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.001589,0.0,-0.227974,0.0,True,False,False,False,False,False,False,False
dio_0g2u,probe22,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-1.0,-0.007916,observation_tone,-,temporal_first_contact,-,1.0,0.0,0.007916,0.0,-0.231188,0.0,True,False,False,False,False,False,False,False
dio_0g2u,probe26,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-0.0126225,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.014174,0.0015515,-0.232865,-0.234469,True,False,False,False,False,False,False,False
dio_0g55,probe23,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,4.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0042515,0.004256,0.978758,0.978389,True,False,False,False,False,False,False,False
dio_0gmg,probe20,probe_best_reward_softens,2,2,0,LONG,LONG,LONG,LONG,-0.000691,0.0,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.093284,0.092593,0.00015,0.00015,-0.207182,-0.205511,True,False,False,False,False,False,False,False
dio_0gmg,probe21,probe_best_reward_softens,2,2,0,LONG,LONG,LONG,LONG,-0.000423,-1.5e-06,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.065274,0.064851,0.0007055,0.000704,-0.212184,-0.211197,True,False,False,False,False,False,False,False
dio_0gmg,probe22,probe_best_reward_softens,2,2,0,LONG,LONG,LONG,LONG,-0.008312,-1.55e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.086072,0.07776,0.0011585,0.001143,-0.202629,-0.201199,True,False,False,False,False,False,False,False
dio_0gmg,probe23,probe_trade_readiness_softens,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,-2e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0023875,0.0023675,-0.207055,-0.208826,True,False,False,False,False,False,False,False
dio_0gmg,probe24,probe_best_reward_softens,2,2,0,LONG,LONG,LONG,LONG,-0.000614,2.5e-05,observation_tone,observation_tone,temporal_first_contact,temporal_first_contact,0.111111,0.110497,0.006397,0.006422,-0.203612,-0.201717,True,False,False,False,False,False,False,False
dio_0haj,probe24,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-6e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0028465,0.0028405,0.351112,0.350113,True,False,False,False,False,False,False,False
dio_0hl8,probe22,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-1e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0040335,0.0040325,0.958598,0.958118,True,False,False,False,False,False,False,False
dio_0hl8,probe23,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.020089,-,focus_tone,-,temporal_first_contact,0.0,1.0,0.0,0.020089,0.0,0.948588,True,False,False,False,False,False,False,False
dio_0hl8,probe24,probe_no_visible_kipp,2,2,0,LONG,LONG,LONG,LONG,0.0,0.0158345,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.020186,0.0360205,0.964377,0.963736,True,False,False,False,False,False,False,False
dio_0hlx,probe21,probe_no_visible_kipp,2,2,0,SHORT,SHORT,SHORT,SHORT,0.0,2e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.0036995,0.0037015,0.972829,0.973603,True,False,False,False,False,False,False,False
dio_0i4h,probe23,probe_trade_readiness_softens,2,2,0,LONG,LONG,LONG,LONG,0.0,-2.5e-06,focus_tone,focus_tone,temporal_first_contact,temporal_first_contact,1.0,1.0,0.003797,0.0037945,0.926195,0.92493,True,False,False,False,False,False,False,False
dio_0ic6,probe20,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.001577,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.001577,0.0,-0.229765,True,False,False,False,False,False,False,False
dio_0ic6,probe21,probe_lived_support_drop,2,0,-2,LONG,-,LONG,-,-0.459302,-0.0006995,observation_tone,-,temporal_first_contact,-,0.459302,0.0,0.0006995,0.0,-0.252159,0.0,True,False,False,False,False,False,False,False
dio_0ic6,probe22,probe_neuro_tone_reorganizes,0,2,2,-,LONG,-,LONG,1.0,0.0078575,-,observation_tone,-,temporal_first_contact,0.0,1.0,0.0,0.0078575,0.0,-0.232479,True,False,False,False,False,False,False,False
