symbol_family,family_temporal_kipp_state,first_kipp_probe,first_kipp_state,probe_state_path,direction_support_state,alignment_state,left_text_island_symbol,right_text_island_symbol,score_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_0qcz,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_99l0qa,dio_text_99l0qa,0.0,True,False,False,False,False,False,False,False
dio_0qjm,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_4kokn2,dio_text_4kokn2,0.0,True,False,False,False,False,False,False,False
dio_0r90,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1lm80e3,dio_text_1lm80e3,0.0,True,False,False,False,False,False,False,False
dio_0rt8,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1k5j6bq,dio_text_1k5j6bq,0.0,True,False,False,False,False,False,False,False
dio_0rwa,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_y8bf0y,dio_text_y8bf0y,0.0,True,False,False,False,False,False,False,False
dio_0sou,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1vp1m0p,dio_text_1vp1m0p,0.0,True,False,False,False,False,False,False,False
dio_0trg,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_6k6c6z,dio_text_6k6c6z,0.0,True,False,False,False,False,False,False,False
dio_0u61,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_bjp31e,dio_text_bjp31e,0.0,True,False,False,False,False,False,False,False
dio_0ux0,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_d2v1az,dio_text_d2v1az,0.0,True,False,False,False,False,False,False,False
dio_0v3a,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1rv6a3m,dio_text_1rv6a3m,0.0,True,False,False,False,False,False,False,False
dio_0vn1,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_3059lf,dio_text_3059lf,0.0,True,False,False,False,False,False,False,False
dio_0wxw,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_leu0c4,dio_text_leu0c4,0.0,True,False,False,False,False,False,False,False
dio_0x9y,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_mnivhe,dio_text_mnivhe,0.0,True,False,False,False,False,False,False,False
dio_0yco,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1jftcw1,dio_text_1jftcw1,0.0,True,False,False,False,False,False,False,False
dio_0zoq,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_9hvxwi,dio_text_9hvxwi,0.0,True,False,False,False,False,False,False,False
dio_106t,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_w35b1r,dio_text_w35b1r,0.0,True,False,False,False,False,False,False,False
dio_114i,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1yi773t,dio_text_1puy4tw,0.013333333,True,False,False,False,False,False,False,False
dio_11nj,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_9xhgea,dio_text_9xhgea,0.0,True,False,False,False,False,False,False,False
dio_11vr,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_38zk5e,dio_text_38zk5e,0.0,True,False,False,False,False,False,False,False
dio_12sg,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1rh97f6,dio_text_1rh97f6,0.0,True,False,False,False,False,False,False,False
dio_12xx,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1aduozz,dio_text_1aduozz,0.0,True,False,False,False,False,False,False,False
dio_13a8,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1xz3llh,dio_text_1xz3llh,0.0,True,False,False,False,False,False,False,False
dio_13v0,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1v5d1cy,dio_text_1v5d1cy,0.0,True,False,False,False,False,False,False,False
dio_14ai,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1dgqs7f,dio_text_1dgqs7f,0.0,True,False,False,False,False,False,False,False
dio_151h,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_m4xcdb,dio_text_m4xcdb,0.0,True,False,False,False,False,False,False,False
dio_15lu,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_ntwlxl,dio_text_ntwlxl,0.0,True,False,False,False,False,False,False,False
dio_16l1,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_bkbong,dio_text_bkbong,0.0,True,False,False,False,False,False,False,False
dio_17x0,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1dwwyww,dio_text_1dwwyww,0.0,True,False,False,False,False,False,False,False
dio_19b6,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_qt2gbm,dio_text_qt2gbm,0.0,True,False,False,False,False,False,False,False
dio_19x7,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_vleiij,dio_text_vleiij,0.0,True,False,False,False,False,False,False,False
dio_1c4a,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_19g4nvn,dio_text_19g4nvn,0.0,True,False,False,False,False,False,False,False
dio_1cdk,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_13h07td,dio_text_13h07td,0.0,True,False,False,False,False,False,False,False
dio_1chc,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_13i6h0l,dio_text_13i6h0l,0.0,True,False,False,False,False,False,False,False
dio_1cmt,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1c3ihf1,dio_text_1c3ihf1,0.0,True,False,False,False,False,False,False,False
dio_1e9s,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1iachuq,dio_text_1iachuq,0.0,True,False,False,False,False,False,False,False
dio_1ffn,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1fs0gg9,dio_text_1fs0gg9,0.0,True,False,False,False,False,False,False,False
dio_1fzx,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_ot5arl,dio_text_ot5arl,0.0,True,False,False,False,False,False,False,False
dio_1gad,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_2irhf1,dio_text_2irhf1,0.0,True,False,False,False,False,False,False,False
dio_1h0p,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_13vhqp9,dio_text_13vhqp9,0.0,True,False,False,False,False,False,False,False
dio_1i05,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1fs0gg9,dio_text_1fs0gg9,0.0,True,False,False,False,False,False,False,False
dio_1ipn,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_11bh88,dio_text_11bh88,0.0,True,False,False,False,False,False,False,False
dio_1j58,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1tct7oy,dio_text_1tct7oy,0.0,True,False,False,False,False,False,False,False
dio_1jgc,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_16qwab5,dio_text_16qwab5,0.0,True,False,False,False,False,False,False,False
dio_1knc,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_aaxelb,dio_text_aaxelb,0.0,True,False,False,False,False,False,False,False
dio_1lg2,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_13ycr5k,dio_text_13ycr5k,0.0,True,False,False,False,False,False,False,False
dio_1ll2,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_76t27b,dio_text_76t27b,0.0,True,False,False,False,False,False,False,False
dio_1mym,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_lq0r40,dio_text_lq0r40,0.0,True,False,False,False,False,False,False,False
dio_1n5f,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1usttu6,dio_text_1usttu6,0.0,True,False,False,False,False,False,False,False
dio_1nkk,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1q3n789,dio_text_1q3n789,0.0,True,False,False,False,False,False,False,False
dio_1obx,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_12t8zsq,dio_text_12t8zsq,0.0,True,False,False,False,False,False,False,False
dio_1pbz,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1frqbhh,dio_text_1frqbhh,0.0,True,False,False,False,False,False,False,False
dio_1pvx,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1d10jqz,dio_text_1d10jqz,0.0,True,False,False,False,False,False,False,False
dio_1sdh,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_xl7f0o,dio_text_xl7f0o,0.0,True,False,False,False,False,False,False,False
dio_1tdk,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_6g436k,dio_text_6g436k,0.0,True,False,False,False,False,False,False,False
dio_1ull,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_11og9em,dio_text_11og9em,0.0,True,False,False,False,False,False,False,False
dio_1vac,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_a10xo7,dio_text_a10xo7,0.0,True,False,False,False,False,False,False,False
dio_1xc7,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1xr7qn,dio_text_1xr7qn,0.0,True,False,False,False,False,False,False,False
dio_1xfl,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_h6tosf,dio_text_h6tosf,0.0,True,False,False,False,False,False,False,False
dio_1xvd,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_s8uxc7,dio_text_s8uxc7,0.0,True,False,False,False,False,False,False,False
dio_1ygj,family_no_visible_temporal_kipp,-,probe_no_visible_kipp,probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1wk80jz,dio_text_1wk80jz,0.0,True,False,False,False,False,False,False,False
dio_005k,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1nx137c,dio_text_1nx137c,0.0,True,False,False,False,False,False,False,False
dio_01w7,family_trade_readiness_softens,probe26,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_149kk0l,dio_text_149kk0l,0.0,True,False,False,False,False,False,False,False
dio_02rt,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_3ahgvi,dio_text_1k9bges,-0.006666666,True,False,False,False,False,False,False,False
dio_06b8,family_trade_readiness_softens,probe22,probe_trade_readiness_softens,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1mdfmx0,dio_text_1mdfmx0,0.0,True,False,False,False,False,False,False,False
dio_06jl,family_trade_readiness_softens,probe26,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_8enqgg,dio_text_8enqgg,0.0,True,False,False,False,False,False,False,False
dio_07mb,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_12n3ffm,dio_text_12n3ffm,0.0,True,False,False,False,False,False,False,False
dio_09ow,family_trade_readiness_softens,probe22,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1t3exd1,dio_text_1t3exd1,0.0,True,False,False,False,False,False,False,False
dio_0avw,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1rv98v0,dio_text_1rv98v0,0.0,True,False,False,False,False,False,False,False
dio_0azl,family_trade_readiness_softens,probe26,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1usttu6,dio_text_1usttu6,0.0,True,False,False,False,False,False,False,False
dio_0cxr,family_trade_readiness_softens,probe21,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1mx1n6v,dio_text_1mx1n6v,0.0,True,False,False,False,False,False,False,False
dio_0eeh,family_trade_readiness_softens,probe24,probe_trade_readiness_softens,probe_no_visible_kipp -> probe_no_visible_kipp -> probe_no_visible_kipp -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_jo4l86,dio_text_jo4l86,0.0,True,False,False,False,False,False,False,False
dio_0ehw,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_i93h22,dio_text_i93h22,0.0,True,False,False,False,False,False,False,False
dio_0fsp,family_trade_readiness_softens,probe26,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_19v14dx,dio_text_19v14dx,0.0,True,False,False,False,False,False,False,False
dio_0haj,family_trade_readiness_softens,probe24,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_3tb8s7,dio_text_3tb8s7,0.0,True,False,False,False,False,False,False,False
dio_0hl8,family_trade_readiness_softens,probe22,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_neuro_tone_reorganizes -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_6ru7uz,dio_text_1m5tqfs,-0.006666666,True,False,False,False,False,False,False,False
dio_0i4h,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_vmma0b,dio_text_vmma0b,0.0,True,False,False,False,False,False,False,False
dio_0irs,family_trade_readiness_softens,probe21,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_10itpss,dio_text_10itpss,0.0,True,False,False,False,False,False,False,False
dio_0j34,family_trade_readiness_softens,probe26,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_cuitat,dio_text_cuitat,0.0,True,False,False,False,False,False,False,False
dio_0j8d,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1tl7ola,dio_text_1tl7ola,0.0,True,False,False,False,False,False,False,False
dio_0k0f,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_xjo4vv,dio_text_xjo4vv,0.0,True,False,False,False,False,False,False,False
dio_0ksa,family_trade_readiness_softens,probe22,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_sg6q7d,dio_text_sg6q7d,0.0,True,False,False,False,False,False,False,False
dio_0m9e,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1l0nbzl,dio_text_1l0nbzl,0.0,True,False,False,False,False,False,False,False
dio_0ngs,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_eah94g,dio_text_eah94g,0.0,True,False,False,False,False,False,False,False
dio_0ni1,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_2oai6s,dio_text_2oai6s,0.0,True,False,False,False,False,False,False,False
dio_0o73,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_neuro_tone_reorganizes,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1uruo2z,dio_text_1uruo2z,0.0,True,False,False,False,False,False,False,False
dio_0ocp,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1fad5qi,dio_text_1fad5qi,0.0,True,False,False,False,False,False,False,False
dio_0omt,family_trade_readiness_softens,probe22,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1d1v7l4,dio_text_1d1v7l4,0.0,True,False,False,False,False,False,False,False
dio_0pni,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1jdlpx1,dio_text_1jdlpx1,0.0,True,False,False,False,False,False,False,False
dio_0q3v,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_ai8gb2,dio_text_ai8gb2,0.0,True,False,False,False,False,False,False,False
dio_0q96,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_sagras,dio_text_sagras,0.0,True,False,False,False,False,False,False,False
dio_0qfc,family_trade_readiness_softens,probe26,probe_trade_readiness_softens,probe_no_visible_kipp -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_nnvq8,dio_text_nnvq8,0.0,True,False,False,False,False,False,False,False
dio_0r61,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1j5668v,dio_text_1j5668v,0.0,True,False,False,False,False,False,False,False
dio_0r8l,family_trade_readiness_softens,probe21,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_neuro_tone_reorganizes -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_17qoq7i,dio_text_17qoq7i,0.0,True,False,False,False,False,False,False,False
dio_0t61,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_j5uzpd,dio_text_j5uzpd,0.0,True,False,False,False,False,False,False,False
dio_0t8k,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_1t6m91t,dio_text_1t6m91t,0.0,True,False,False,False,False,False,False,False
dio_0udt,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_vxp6vf,dio_text_vxp6vf,0.0,True,False,False,False,False,False,False,False
dio_0w8h,family_trade_readiness_softens,probe24,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_en9me1,dio_text_en9me1,0.0,True,False,False,False,False,False,False,False
dio_0zkk,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_vcepti,dio_text_vcepti,0.0,True,False,False,False,False,False,False,False
dio_101r,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_x76vbm,dio_text_x76vbm,0.0,True,False,False,False,False,False,False,False
dio_108f,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_wmjdu3,dio_text_wmjdu3,0.0,True,False,False,False,False,False,False,False
dio_10gp,family_trade_readiness_softens,probe23,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_12be0ei,dio_text_12be0ei,0.0,True,False,False,False,False,False,False,False
dio_10ra,family_trade_readiness_softens,probe25,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_x3om4k,dio_text_x3om4k,0.0,True,False,False,False,False,False,False,False
dio_11ex,family_trade_readiness_softens,probe22,probe_trade_readiness_softens,probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_5iope7,dio_text_5iope7,0.0,True,False,False,False,False,False,False,False
dio_1287,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens -> probe_trade_readiness_softens,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_tucgoe,dio_text_tucgoe,0.0,True,False,False,False,False,False,False,False
dio_12x0,family_trade_readiness_softens,probe20,probe_trade_readiness_softens,probe_trade_readiness_softens -> probe_no_visible_kipp -> probe_no_visible_kipp,same_sensory_field_same_direction_but_reife_kippt,same_sensory_field_visible,dio_text_vcepti,dio_text_vcepti,0.0,True,False,False,False,False,False,False,False
