text_island_symbol,dominant_trajectory_state,last_trajectory_state,observations,last_family_change_state,last_score_delta,last_max_drift_pressure,passive_affordance,memory_note,first_seen_source,last_seen_source,last_state_path,last_maturity_path,last_score_path,trajectory_counts,history,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_text_1e5ksaf,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_expanded,0.195142,0.0,can_preserve_passive_reorganization_trace,"dio_text_1e5ksaf: mixed_reorganization_history; observations=1; last_path=inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space,new_unconfirmed_text_island -> new_unconfirmed_text_island -> variant_resilient_text_island,0.206667 -> 0.206667 -> 0.401809,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_expanded', 'state_path': 'inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space', 'maturity_path': 'new_unconfirmed_text_island -> new_unconfirmed_text_island -> variant_resilient_text_island', 'score_path': '0.206667 -> 0.206667 -> 0.401809', 'family_count_path': '1 -> 1 -> 2', 'score_delta': 0.195142, 'max_drift_pressure': 0.0, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
dio_text_1fz9hf9,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_expanded,0.1926416,0.0,can_preserve_passive_reorganization_trace,"dio_text_1fz9hf9: mixed_reorganization_history; observations=1; last_path=inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space,new_unconfirmed_text_island -> new_unconfirmed_text_island -> variant_resilient_text_island,0.206667 -> 0.206667 -> 0.399308,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_expanded', 'state_path': 'inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space', 'maturity_path': 'new_unconfirmed_text_island -> new_unconfirmed_text_island -> variant_resilient_text_island', 'score_path': '0.206667 -> 0.206667 -> 0.399308', 'family_count_path': '1 -> 1 -> 2', 'score_delta': 0.1926416, 'max_drift_pressure': 0.0, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
dio_text_1ihveqe,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_thinned,0.211176533,0.333333333,can_preserve_passive_reorganization_trace,"dio_text_1ihveqe: mixed_reorganization_history; observations=1; last_path=inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space,new_unconfirmed_text_island -> variant_resilient_text_island -> variant_resilient_text_island,0.220000 -> 0.480764 -> 0.431177,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_thinned', 'state_path': 'inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space', 'maturity_path': 'new_unconfirmed_text_island -> variant_resilient_text_island -> variant_resilient_text_island', 'score_path': '0.220000 -> 0.480764 -> 0.431177', 'family_count_path': '3 -> 3 -> 1', 'score_delta': 0.211176533, 'max_drift_pressure': 0.333333333, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
dio_text_1j80ia3,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_thinned,-0.20338,0.0,can_preserve_passive_reorganization_trace,"dio_text_1j80ia3: mixed_reorganization_history; observations=1; last_path=inner_soft_variation_space -> inner_soft_variation_space -> inner_unconfirmed_raw_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_soft_variation_space -> inner_soft_variation_space -> inner_unconfirmed_raw_space,variant_resilient_text_island -> variant_resilient_text_island -> new_unconfirmed_text_island,0.410047 -> 0.566713 -> 0.206667,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_thinned', 'state_path': 'inner_soft_variation_space -> inner_soft_variation_space -> inner_unconfirmed_raw_space', 'maturity_path': 'variant_resilient_text_island -> variant_resilient_text_island -> new_unconfirmed_text_island', 'score_path': '0.410047 -> 0.566713 -> 0.206667', 'family_count_path': '5 -> 6 -> 1', 'score_delta': -0.20338, 'max_drift_pressure': 0.0, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
dio_text_1ownyfo,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_fragmented,0.258529666,0.0,can_preserve_passive_reorganization_trace,"dio_text_1ownyfo: mixed_reorganization_history; observations=1; last_path=inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space,new_unconfirmed_text_island -> new_unconfirmed_text_island -> variant_resilient_text_island,0.266667 -> 0.266667 -> 0.525196,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_fragmented', 'state_path': 'inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space', 'maturity_path': 'new_unconfirmed_text_island -> new_unconfirmed_text_island -> variant_resilient_text_island', 'score_path': '0.266667 -> 0.266667 -> 0.525196', 'family_count_path': '10 -> 10 -> 13', 'score_delta': 0.258529666, 'max_drift_pressure': 0.0, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
dio_text_1uxeoe2,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_expanded,0.2575328,0.0,can_preserve_passive_reorganization_trace,"dio_text_1uxeoe2: mixed_reorganization_history; observations=1; last_path=inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space,new_unconfirmed_text_island -> new_unconfirmed_text_island -> variant_resilient_text_island,0.213333 -> 0.213333 -> 0.470866,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_expanded', 'state_path': 'inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space', 'maturity_path': 'new_unconfirmed_text_island -> new_unconfirmed_text_island -> variant_resilient_text_island', 'score_path': '0.213333 -> 0.213333 -> 0.470866', 'family_count_path': '2 -> 2 -> 3', 'score_delta': 0.2575328, 'max_drift_pressure': 0.0, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
dio_text_1y38bgt,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_fragmented,0.2583298,0.0,can_preserve_passive_reorganization_trace,"dio_text_1y38bgt: mixed_reorganization_history; observations=1; last_path=inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space,new_unconfirmed_text_island -> variant_resilient_text_island -> variant_resilient_text_island,0.266667 -> 0.524996 -> 0.524996,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_fragmented', 'state_path': 'inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space', 'maturity_path': 'new_unconfirmed_text_island -> variant_resilient_text_island -> variant_resilient_text_island', 'score_path': '0.266667 -> 0.524996 -> 0.524996', 'family_count_path': '10 -> 11 -> 11', 'score_delta': 0.2583298, 'max_drift_pressure': 0.0, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
dio_text_6g4cqd,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_thinned,0.2212768,0.333333333,can_preserve_passive_reorganization_trace,"dio_text_6g4cqd: mixed_reorganization_history; observations=1; last_path=inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space,new_unconfirmed_text_island -> variant_resilient_text_island -> variant_resilient_text_island,0.213333 -> 0.472029 -> 0.434610,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_thinned', 'state_path': 'inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space', 'maturity_path': 'new_unconfirmed_text_island -> variant_resilient_text_island -> variant_resilient_text_island', 'score_path': '0.213333 -> 0.472029 -> 0.434610', 'family_count_path': '2 -> 4 -> 1', 'score_delta': 0.2212768, 'max_drift_pressure': 0.333333333, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
dio_text_6la50y,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_expanded,0.3425716,0.0,can_preserve_passive_reorganization_trace,"dio_text_6la50y: mixed_reorganization_history; observations=1; last_path=inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space,new_unconfirmed_text_island -> variant_resilient_text_island -> variant_resilient_text_island,0.206667 -> 0.429723 -> 0.549238,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_expanded', 'state_path': 'inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space', 'maturity_path': 'new_unconfirmed_text_island -> variant_resilient_text_island -> variant_resilient_text_island', 'score_path': '0.206667 -> 0.429723 -> 0.549238', 'family_count_path': '1 -> 4 -> 2', 'score_delta': 0.3425716, 'max_drift_pressure': 0.0, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
dio_text_adbiwk,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_thinned,0.0824676,0.5,can_preserve_passive_reorganization_trace,"dio_text_adbiwk: mixed_reorganization_history; observations=1; last_path=inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_drift_watch_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_drift_watch_space,new_unconfirmed_text_island -> new_unconfirmed_text_island -> new_unconfirmed_text_island,0.226667 -> 0.226667 -> 0.309134,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_thinned', 'state_path': 'inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_drift_watch_space', 'maturity_path': 'new_unconfirmed_text_island -> new_unconfirmed_text_island -> new_unconfirmed_text_island', 'score_path': '0.226667 -> 0.226667 -> 0.309134', 'family_count_path': '4 -> 4 -> 2', 'score_delta': 0.0824676, 'max_drift_pressure': 0.5, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
dio_text_o4jr4q,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_stable,0.229330066,0.333333333,can_preserve_passive_reorganization_trace,"dio_text_o4jr4q: mixed_reorganization_history; observations=1; last_path=inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space,new_unconfirmed_text_island -> variant_resilient_text_island -> variant_resilient_text_island,0.206667 -> 0.402352 -> 0.435997,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_stable', 'state_path': 'inner_unconfirmed_raw_space -> inner_soft_variation_space -> inner_soft_variation_space', 'maturity_path': 'new_unconfirmed_text_island -> variant_resilient_text_island -> variant_resilient_text_island', 'score_path': '0.206667 -> 0.402352 -> 0.435997', 'family_count_path': '1 -> 2 -> 1', 'score_delta': 0.229330066, 'max_drift_pressure': 0.333333333, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
dio_text_o8vzbd,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_expanded,0.294258467,0.0,can_preserve_passive_reorganization_trace,"dio_text_o8vzbd: mixed_reorganization_history; observations=1; last_path=inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space,new_unconfirmed_text_island -> new_unconfirmed_text_island -> variant_resilient_text_island,0.220000 -> 0.220000 -> 0.514258,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_expanded', 'state_path': 'inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space', 'maturity_path': 'new_unconfirmed_text_island -> new_unconfirmed_text_island -> variant_resilient_text_island', 'score_path': '0.220000 -> 0.220000 -> 0.514258', 'family_count_path': '3 -> 3 -> 8', 'score_delta': 0.294258467, 'max_drift_pressure': 0.0, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
dio_text_phi2x5,mixed_reorganization_history,mixed_reorganization_history,1,family_basis_fragmented,0.240610334,0.0,can_preserve_passive_reorganization_trace,"dio_text_phi2x5: mixed_reorganization_history; observations=1; last_path=inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space; passiv, keine Handlung.",C_D_E_text_island_reorganization_history,C_D_E_text_island_reorganization_history,inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space,new_unconfirmed_text_island -> new_unconfirmed_text_island -> variant_resilient_text_island,0.253333 -> 0.253333 -> 0.493944,{'mixed_reorganization_history': 1},"[{'source_label': 'C_D_E_text_island_reorganization_history', 'trajectory_state': 'mixed_reorganization_history', 'family_change_state': 'family_basis_fragmented', 'state_path': 'inner_unconfirmed_raw_space -> inner_unconfirmed_raw_space -> inner_soft_variation_space', 'maturity_path': 'new_unconfirmed_text_island -> new_unconfirmed_text_island -> variant_resilient_text_island', 'score_path': '0.253333 -> 0.253333 -> 0.493944', 'family_count_path': '8 -> 8 -> 5', 'score_delta': 0.240610334, 'max_drift_pressure': 0.0, 'timestamp': 1780784649}]",True,False,False,False,False,False,False,False
