symbol_family,maturation_state,observation_count,execution_count,first_observation_run,first_observation_tick,first_observation_best_action,first_observation_best_reward,first_execution_run,first_execution_tick,first_execution_action,first_execution_reward,run_lag,tick_lag,observation_reward_potential_sum,execution_reward_sum
dio_1s50,observation_matured_to_execution,2,2,133,1,LONG,1.241447,135,1,LONG,1.241447,2,0,2.482894,2.482894
dio_0b66,observation_not_yet_executed,2,0,133,5,SHORT,1.126796,,,,0.0,,,2.253592,0
dio_173s,observation_not_yet_executed,3,0,133,12,SHORT,0.743903,,,,0.0,,,2.231709,0
dio_0qze,observation_not_yet_executed,2,0,133,2,LONG,0.724759,,,,0.0,,,1.449518,0
dio_1t1w,observation_not_yet_executed,2,0,133,4,SHORT,0.55604,,,,0.0,,,1.11208,0
dio_0989,observation_not_yet_executed,4,0,133,11,SHORT,0.211987,,,,0.0,,,0.847948,0
dio_0gmg,observation_not_yet_executed,4,0,133,18,LONG,0.189008,,,,0.0,,,0.756032,0
dio_1guc,observation_not_yet_executed,2,0,133,3,LONG,0.021975,,,,0.0,,,0.04395,0
