inner_state,contact_state,count,reward_sum,best_reward_sum,avg_reward,families,actions
inner_carried,executed_positive_contact,4,4.84151,4.84151,1.210378,"dio_04z7,dio_0n9e,dio_0ofo,dio_1bwb","LONG,SHORT"
inner_carried,observed_potential_contact,18,0.0,16.583466,0.0,"dio_0120,dio_04z7,dio_0akd,dio_0bmh,dio_0n9e,dio_0ofo,dio_1bwb",WAIT
inner_open_observation,observed_potential_contact,30,0.0,10.882658,0.0,"dio_040y,dio_0fzl,dio_0ps1,dio_10dk,dio_13u8,dio_14xc,dio_1d1z,dio_1d3r,dio_1f9y,dio_1mym",WAIT
inner_unfinished,held_active_impulse,1,0.0,0.695042,0.0,dio_1k7y,WAIT
inner_unfinished,observed_potential_contact,3,0.0,2.085126,0.0,dio_1k7y,WAIT
