symbol_family,field,count,min,max,range,avg,stability,passive_only,influences_action
dio_199c,sehen_form_stability,4,1.0,1.0,0.0,1.0,stable,True,False
dio_199c,hoeren_energy_tone,4,0.362699,0.369894,0.007195,0.366297,stable,True,False
dio_199c,fuehlen_mcm_coherence,4,0.89643,0.898444,0.002014,0.897437,stable,True,False
dio_199c,fuehlen_mcm_tension,4,0.418285,0.42128,0.002995,0.419783,stable,True,False
dio_199c,reflection_context_carry,4,0.2875,0.301494,0.013994,0.294497,stable,True,False
dio_199c,reflection_context_strain,4,0.252892,0.256859,0.003967,0.254876,stable,True,False
dio_199c,reflection_context_alignment,4,0.94142,0.966439,0.025019,0.953931,soft_variant,True,False
