probe,family_count,carried_count,kipp_count,carry_ratio,lived_support_drop_count,direction_flip_count,observation_direction_flip_count,best_reward_softens_count,trade_readiness_softens_count,neuro_tone_reorganizes_count,temporal_state_reorganizes_count,avg_episode_count_delta,avg_trade_readiness_delta,avg_best_reward_training_delta,state_counts,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
probe20,25,1,24,0.04,13,0,0,0,2,9,0,-0.4,-0.00091612,-0.1066502,probe_lived_support_drop:13|probe_neuro_tone_reorganizes:9|probe_no_visible_kipp:1|probe_trade_readiness_softens:2,True,False,False,False,False,False,False,False
probe21,17,1,16,0.058823529,6,2,0,2,2,4,0,-0.117647059,-0.002258809,-0.046204529,probe_best_reward_softens:2|probe_direction_flip:2|probe_lived_support_drop:6|probe_neuro_tone_reorganizes:4|probe_no_visible_kipp:1|probe_trade_readiness_softens:2,True,False,False,False,False,False,False,False
probe22,29,3,26,0.103448276,12,1,0,0,3,10,0,-0.206896552,-0.002697063,0.040201379,probe_direction_flip:1|probe_lived_support_drop:12|probe_neuro_tone_reorganizes:10|probe_no_visible_kipp:3|probe_trade_readiness_softens:3,True,False,False,False,False,False,False,False
probe23,20,7,13,0.35,7,0,0,1,1,4,0,-0.3,0.001609825,0.04816325,probe_best_reward_softens:1|probe_lived_support_drop:7|probe_neuro_tone_reorganizes:4|probe_no_visible_kipp:7|probe_trade_readiness_softens:1,True,False,False,False,False,False,False,False
probe24,26,2,24,0.076923077,7,1,0,0,7,9,0,0.076923077,-0.000259279,0.052415212,probe_direction_flip:1|probe_lived_support_drop:7|probe_neuro_tone_reorganizes:9|probe_no_visible_kipp:2|probe_trade_readiness_softens:7,True,False,False,False,False,False,False,False
probe25,23,4,19,0.173913043,9,0,0,1,2,7,0,0.173913043,-3.9652e-05,-0.057938739,probe_best_reward_softens:1|probe_lived_support_drop:9|probe_neuro_tone_reorganizes:7|probe_no_visible_kipp:4|probe_trade_readiness_softens:2,True,False,False,False,False,False,False,False
probe26,21,2,19,0.095238095,6,1,0,0,2,10,0,0.380952381,0.01325675,0.218234929,probe_direction_flip:1|probe_lived_support_drop:6|probe_neuro_tone_reorganizes:10|probe_no_visible_kipp:2|probe_trade_readiness_softens:2,True,False,False,False,False,False,False,False
