family,family_count,symbol_count,strongest_action_trace,wait_count,wait_reward_sum,wait_trust,wait_caution,long_count,long_reward_sum,long_trust,long_caution,short_count,short_reward_sum,short_trust,short_caution,observed_wait_count,observed_wait_recognition_avg,observed_wait_reward_sum,observed_long_count,observed_long_recognition_avg,observed_long_reward_sum,observed_short_count,observed_short_recognition_avg,observed_short_reward_sum,sentence_trace_count,sentence_trace_reward_sum,sentence_contact_states,contact_lage_count,contact_lage_states,reflection_seed_count,reflection_seed_states,reflection_seed_followup_reward,reflection_map_count,reflection_map_states,reflection_map_reward_sum,reflection_map_sources,passive_sentence
dio_0c6o,8,1,LONG,2,0.0,0.0,0.0,8,8.151968,0.722897,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2,0.070312,1.033348,0,0.0,0.0,2,2.296328,kontakt_beobachtet_reift:1|kontakt_handlung_bestaetigt:1,1,verschobene_sensorvarianz:1,1,reflection_seed_reconfirmed:1,4.592656,4,reflection_memory_conflict:1|reflection_memory_quiet:2|reflection_memory_reconfirmed:1,4.25792,probe14|probe15|probe16|probe17,dio_0c6o: wurde getragen und im Konflikt wiedergefunden; die bisher staerkste Handlungsspur liegt bei LONG.
dio_0hd3,8,1,SHORT,2,0.0,0.0,0.0,0,0.0,0.0,0.0,8,10.360923,0.918781,0.0,0,0.0,0.0,0,0.0,0.0,2,0.067849,1.313356,2,2.91857,kontakt_beobachtet_reift:1|kontakt_handlung_bestaetigt:1,1,verschobene_sensorvarianz:1,1,reflection_seed_reconfirmed:1,5.83714,4,reflection_memory_quiet:2|reflection_memory_reconfirmed:2,12.068892,probe14|probe15|probe16|probe17,dio_0hd3: wurde passiv wiedererkannt und getragen; die bisher staerkste Handlungsspur liegt bei SHORT.
dio_1wie,5,1,SHORT,3,0.0,0.0,0.0,0,0.0,0.0,0.0,5,2.900502,0.278468,0.0,0,0.0,0.0,0,0.0,0.0,3,0.049226,1.072788,2,0.794658,kontakt_beobachtet_reift:1|kontakt_handlung_bestaetigt:1,1,verschobene_sensorvarianz:1,1,reflection_seed_reconfirmed:1,0.794658,2,reflection_memory_quiet:2,0.0,probe16|probe17,dio_1wie: wurde still wiedergefunden; die bisher staerkste Handlungsspur liegt bei SHORT.
