stage,left_family,right_family,edge_visible,meaning_similarity,sense_similarity,mcm_similarity,hearing_similarity,temporal_similarity,neuro_similarity,reflection_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
L_FOLGEKONTAKT3,dio_0325,dio_10qz,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
L_FOLGEKONTAKT3,dio_0325,dio_114i,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
L_FOLGEKONTAKT3,dio_0325,dio_1ytc,True,0.999765,0.999227,0.999946,0.996781,1.0,0.999998,1.0,True,False,False,False,False,False,False,False
L_FOLGEKONTAKT3,dio_10qz,dio_114i,True,0.999896,0.999716,0.999693,0.999852,1.0,0.999975,0.999998,True,False,False,False,False,False,False,False
L_FOLGEKONTAKT3,dio_10qz,dio_1ytc,True,0.999853,0.999676,0.999921,0.997685,1.0,1.0,1.0,True,False,False,False,False,False,False,False
L_FOLGEKONTAKT3,dio_114i,dio_1ytc,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
