symbol_family,field,count,min,max,range,avg,stability,passive_only,influences_action
dio_0hd3,sehen_form_stability,6,1.0,1.0,0.0,1.0,stable,True,False
dio_0hd3,hoeren_energy_tone,6,0.096758,0.099036,0.002278,0.097655,stable,True,False
dio_0hd3,fuehlen_mcm_coherence,6,0.97227,0.972908,0.000638,0.972657,stable,True,False
dio_0hd3,fuehlen_mcm_tension,6,0.372455,0.399844,0.027389,0.382846,soft_variant,True,False
dio_0hd3,reflection_context_carry,6,0.297244,0.311274,0.01403,0.30236,stable,True,False
dio_0hd3,reflection_context_strain,6,0.246675,0.25268,0.006005,0.249932,stable,True,False
dio_0hd3,reflection_context_alignment,6,0.954182,0.98081,0.026628,0.971036,soft_variant,True,False
