tick,timestamp_ms,symbol,symbol_family,action,raw_action,phase_active,phase_distance,phase_age,episode_binding_pressure,episode_release_pressure,episode_relation,best_action_training,reward,best_reward_training,entry_price,better_entry_training,entry_improvement_room,score_wait,score_long,score_short,readiness_wait,readiness_long,readiness_short,memory_bias_wait,memory_bias_long,memory_bias_short,associative_wait,associative_long,associative_short,observation_wait,observation_long,observation_short,observation_readiness_wait,observation_readiness_long,observation_readiness_short,trade_readiness,associative_trade,observation_trade_signal,observation_trade_readiness,maturity_gap,mature_transfer,observation_learning_action,observation_learning_pressure,sehen_form_flow,sehen_form_stability,sehen_form_change,hoeren_energy_tone,hoeren_energy_shift,fuehlen_mcm_coherence,fuehlen_mcm_tension,fuehlen_mcm_asymmetry
1,1767460300000000,dio_0c6oby6,dio_0c6o,WAIT,WAIT,0,1.000000,9999,0.000000,1.000000,none,LONG,0.000000,1.148164,102.15000000,102.15000000,0.000000,0.050291,-0.059981,-0.056602,0.000000,0.004412,0.005555,0.000000,0.010084,0.012696,0.000000,0.063027,0.079352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005555,0.079352,0.000000,0.000000,0.073797,0.005555,LONG,0.075741,0.059889,1.000000,0.119779,0.055644,0.206897,0.984420,0.067689,0.103664
2,1767460600000000,dio_1k8mt4y,dio_1k8m,WAIT,WAIT,0,1.000000,9999,0.000000,1.000000,none,LONG,0.000000,0.657502,102.31000000,102.31000000,0.000000,0.050337,-0.060855,-0.057252,0.000000,0.004237,0.005473,0.000000,0.009684,0.012510,0.000000,0.060522,0.078190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005473,0.078190,0.000000,0.000000,0.072717,0.005473,LONG,0.074633,0.147001,1.000000,0.054257,0.134177,0.272727,0.962430,0.126776,0.149888
3,1767460900000000,dio_1guc9eq,dio_1guc,WAIT,WAIT,0,1.000000,9999,0.000000,1.000000,none,LONG,0.000000,0.029853,102.68000000,102.68000000,0.000000,0.051204,-0.058503,-0.062243,0.000000,0.004653,0.004886,0.000000,0.011392,0.011169,0.000000,0.052727,0.069805,0.000000,0.000384,0.000000,0.000000,0.000042,0.000000,0.004886,0.069805,0.000384,0.000042,0.064919,0.004886,LONG,0.066629,0.348447,1.000000,0.254921,0.388027,0.686391,0.891353,0.350106,0.393590
4,1767461200000000,dio_199cglh,dio_199c,WAIT,WAIT,0,1.000000,9999,0.000000,1.000000,none,SHORT,0.000000,0.522554,103.07000000,103.07000000,0.000000,0.051874,-0.062034,-0.061571,0.000000,0.003690,0.004994,0.000000,0.008435,0.011414,0.000000,0.052719,0.071338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004994,0.071338,0.000000,0.000000,0.066344,0.004994,SHORT,0.068092,0.560782,1.000000,0.190142,0.362699,0.082305,0.898444,0.418285,0.376133
5,1767461500000000,dio_0u1izga,dio_0u1i,WAIT,WAIT,0,1.000000,9999,0.000000,1.000000,none,SHORT,0.000000,1.076433,103.42000000,103.42000000,0.000000,0.051186,-0.061792,-0.011162,0.000000,0.003560,0.014827,0.000000,0.008138,0.041488,0.000000,0.050861,0.073295,0.000000,0.000000,0.004028,0.000000,0.000000,0.000443,0.014827,0.073295,0.004028,0.000443,0.058469,0.014827,SHORT,0.063658,0.690705,1.000000,0.044676,0.276826,0.133779,0.922489,0.413511,0.424273
6,1767461800000000,dio_0hd3xl3,dio_0hd3,WAIT,WAIT,0,1.000000,9999,0.000000,1.000000,none,SHORT,0.000000,1.459285,103.68000000,103.68000000,0.000000,0.051432,-0.060655,-0.057961,0.000000,0.003599,0.005398,0.000000,0.008227,0.012338,0.000000,0.051417,0.077112,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005398,0.077112,0.000000,0.000000,0.071714,0.005398,SHORT,0.073603,0.743926,1.000000,-0.121050,0.096758,-0.147493,0.972908,0.372455,0.358048
7,1767462100000000,dio_15ms14o,dio_15ms,WAIT,WAIT,0,1.000000,9999,0.000000,1.000000,none,SHORT,0.000000,0.965478,103.24000000,103.24000000,0.000000,0.056814,-0.065990,-0.065876,0.000000,0.003830,0.004253,0.000000,0.008753,0.009722,0.000000,0.054707,0.060762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004253,0.060762,0.000000,0.000000,0.056508,0.004253,SHORT,0.057997,0.302991,0.000000,-0.831091,-0.037218,0.000000,0.389579,0.275862,-0.029787
8,1767462400000000,dio_0izwfm7,dio_0izw,WAIT,WAIT,0,1.000000,9999,0.000000,1.000000,none,SHORT,0.000000,0.402399,102.84000000,102.84000000,0.000000,0.061364,-0.072101,-0.069403,0.000000,0.003351,0.003965,0.000000,0.007659,0.009063,0.000000,0.047872,0.056642,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003965,0.056642,0.000000,0.000000,0.052677,0.003965,SHORT,0.054065,-0.123972,-1.000000,-0.492198,0.039775,0.206186,-0.211137,0.147525,-0.146315
9,1767462700000000,dio_07rfl5q,dio_07rf,WAIT,WAIT,0,1.000000,9999,0.000000,1.000000,none,LONG,0.000000,0.030336,102.30000000,102.30000000,0.000000,0.057527,-0.072740,-0.070992,0.000000,0.003596,0.004069,0.000000,0.008219,0.009301,0.000000,0.051366,0.058134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004069,0.058134,0.000000,0.000000,0.054065,0.004069,LONG,0.055489,-0.601646,0.000000,-0.375865,0.128057,0.236967,0.364144,0.366614,-0.379736
10,1767463000000000,dio_13zuyph,dio_13zu,WAIT,WAIT,0,1.000000,9999,0.000000,1.000000,none,WAIT,0.000000,0.000000,101.96000000,101.96000000,0.000000,0.052392,-0.070824,-0.069329,0.000000,0.003753,0.004104,0.000000,0.008579,0.009380,0.000000,0.053616,0.058627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004104,0.058627,0.000000,0.000000,0.054523,0.004104,-,0.000000,-0.921639,1.000000,0.125870,-0.007883,-0.233645,0.997793,0.410539,-0.532638
