binding_state,inner_state,contact_state,action,count,reward_sum,event_reward_sum,avg_reward,families,sight_states,hearing_states,feeling_states
multisensory_burdened_memory,inner_consequence_burdened,real_contact_burdened,LONG,1,-1.0,-1.0,-1.0,dio_1d3r,sehen_bewegte_form,hoeren_helle_spannung,fuehlen_hohe_spannung
multisensory_carried_contact,inner_consequence_carried,real_contact_carried,LONG,5,5.0,5.0,1.0,"dio_0ofo,dio_0ps1,dio_1k7y","sehen_bewegte_form,sehen_stabile_form,sehen_teilform","hoeren_leise,hoeren_mittlere_spannung","fuehlen_inkoharent,fuehlen_offen"
multisensory_carried_contact,inner_consequence_carried,real_contact_carried,SHORT,2,2.0,2.0,1.0,"dio_1c6b,dio_1d1z",sehen_stabile_form,"hoeren_helle_spannung,hoeren_mittlere_spannung","fuehlen_inkoharent,fuehlen_koharent_ruhig"
multisensory_quiet_hold,inner_consequence_quiet,held_impulse_without_action,WAIT,3,0.0,0.0,0.0,"dio_0120,dio_14xc,dio_1mym",sehen_geformte_bewegung,"hoeren_leise,hoeren_mittlere_spannung",fuehlen_koharent_gespannt
multisensory_quiet_observation,inner_consequence_quiet,observed_without_action,WAIT,11,0.0,0.0,0.0,"dio_01vz,dio_040y,dio_10dk,dio_143d,dio_1c6b,dio_1d1z,dio_1f9y,dio_1m4n","sehen_geformte_bewegung,sehen_stabile_form,sehen_teilform","hoeren_helle_spannung,hoeren_leise,hoeren_mittlere_spannung","fuehlen_hohe_spannung,fuehlen_inkoharent,fuehlen_koharent_gespannt,fuehlen_koharent_ruhig"
