left_family,right_family,left_episodes,right_episodes,left_reife_state,right_reife_state,reife_state_relation,left_neuro_tone,right_neuro_tone,neuro_tone_relation,left_action,right_action,action_relation,sense_distance,sense_similarity,mcm_distance,mcm_similarity,hearing_distance,hearing_similarity,temporal_distance,temporal_similarity,neuro_distance,neuro_similarity,reflection_distance,reflection_similarity,reife_distance,reife_similarity,meaning_distance,meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,neighbor_state,dio_neighbor_sentence
dio_0gx0,dio_1n79,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.004334,0.99985,0.002681,0.999943,0.011812,0.998885,0.0,1.0,0.000693,0.999996,0.000331,0.999999,0.0,1.0,0.003171,0.99992,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0gx0+dio_1n79: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_10qz,dio_114i,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.005568,0.999752,0.00591,0.999721,0.003938,0.999876,0.0,1.0,0.001674,0.999978,0.00052,0.999998,0.0,1.0,0.003385,0.999908,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_10qz+dio_114i: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_12x0,dio_0zkk,6,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007927,0.999498,0.001042,0.999991,0.007488,0.999552,0.0,1.0,0.001854,0.999973,0.002566,0.999947,0.0,1.0,0.003495,0.999902,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_12x0+dio_0zkk: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1gwl,dio_0nvd,6,4,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007622,0.999535,0.004881,0.999809,0.006866,0.999623,0.0,1.0,0.002491,0.99995,0.001229,0.999988,0.0,1.0,0.004174,0.999861,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1gwl+dio_0nvd: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0w16,dio_0yk9,4,4,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006972,0.999611,0.002917,0.999932,0.018774,0.997188,0.0,1.0,0.000293,0.999999,0.000502,0.999998,0.0,1.0,0.004649,0.999827,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0w16+dio_0yk9: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_02rt,dio_1a18,6,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006416,0.999671,0.001903,0.999971,0.019661,0.996917,0.0,1.0,0.001424,0.999984,0.002622,0.999945,0.0,1.0,0.004727,0.999821,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_02rt+dio_1a18: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0lu5,dio_15e5,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.011136,0.999009,0.005937,0.999718,0.004656,0.999827,0.0,1.0,0.002765,0.999939,0.000824,0.999995,0.0,1.0,0.004991,0.999801,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0lu5+dio_15e5: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0p12,dio_101q,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.012686,0.998714,0.007081,0.999599,0.001484,0.999982,0.0,1.0,0.001809,0.999974,0.000973,0.999992,0.0,1.0,0.005112,0.999791,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0p12+dio_101q: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_10qz,dio_1ytc,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.008736,0.99939,0.005084,0.999793,0.01613,0.997923,0.0,1.0,0.000652,0.999997,0.000323,0.999999,0.0,1.0,0.005268,0.999778,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_10qz+dio_1ytc: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0udt,dio_17ea,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009879,0.99922,0.003613,0.999896,0.017525,0.997549,0.0,1.0,0.000472,0.999998,0.00052,0.999998,0.0,1.0,0.005377,0.999769,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0udt+dio_17ea: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0reg,dio_0jty,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009391,0.999295,0.006406,0.999672,0.010473,0.999123,0.0,1.0,0.002959,0.99993,0.001615,0.999979,0.0,1.0,0.005463,0.999761,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0reg+dio_0jty: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0j34,dio_0ocp,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.010033,0.999195,0.003262,0.999915,0.018763,0.997191,0.0,1.0,0.000463,0.999998,0.0005,0.999998,0.0,1.0,0.005482,0.99976,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0j34+dio_0ocp: gleiche passive Bedeutungsinsel, ohne Handlung."
