symbol_family,field,count,min,max,range,avg,stability,passive_only,influences_action
dio_0gmg,sehen_form_stability,4,0.0,0.0,0.0,0.0,stable,True,False
dio_0gmg,hoeren_energy_tone,4,-0.213169,-0.206849,0.00632,-0.210009,stable,True,False
dio_0gmg,fuehlen_mcm_coherence,4,0.340313,0.342082,0.001769,0.341197,stable,True,False
dio_0gmg,fuehlen_mcm_tension,4,0.541002,0.543195,0.002193,0.542099,stable,True,False
dio_0gmg,reflection_context_carry,4,0.252135,0.254006,0.001871,0.253072,stable,True,False
dio_0gmg,reflection_context_strain,4,0.274587,0.275393,0.000806,0.274989,stable,True,False
dio_0gmg,reflection_context_alignment,4,0.913224,0.917852,0.004628,0.915536,stable,True,False
