stability_kind,inner_state,contact_quality,count,reward_sum,best_reward_sum,avg_reward,families,actions
stable_state,inner_carried,positive_real_contact,4,5.539416,5.539416,1.384854,dio_0arw,LONG
stable_state,inner_unknown,positive_real_contact,2,0.667386,0.667386,0.333693,dio_0120,LONG
start_state,inner_carried,positive_real_contact,4,3.577568,3.577568,0.894392,dio_1u7v,SHORT
transition_state,inner_unknown,positive_real_contact,2,1.551314,1.551314,0.775657,dio_0akd,LONG
transition_state,inner_carried,observed_potential,2,0.0,2.073318,0.0,dio_0t0v,WAIT
transition_state,inner_cautious,observed_potential,2,0.0,0.284966,0.0,dio_1vpi,WAIT
transition_state,inner_open_observation,observed_potential,4,0.0,0.37806,0.0,dio_14xc,WAIT
transition_state,inner_unknown,observed_potential,4,0.0,1.993172,0.0,"dio_00qb,dio_02qu",WAIT
transition_state,inner_cautious,negative_real_contact,2,-0.684966,0.284966,-0.342483,dio_1vpi,SHORT
