semantic_candidate_state,candidate_count,semantic_roles,fragments,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
passive_semantikspur,3,affektive_feldwirkung|visueller_formanteil,fuehlen_mcm_coherence|fuehlen_mcm_tension|sehen_form_stability,True,False,False,False,False,False,False,False
passiver_reflexions_semantikkandidat,3,reflektiver_kontextanteil,reflection_context_alignment|reflection_context_carry|reflection_context_strain,True,False,False,False,False,False,False,False
passiver_erweiterungs_semantikkandidat,2,affektive_feldwirkung|auditive_energie,fuehlen_mcm_tension|hoeren_energy_tone,True,False,False,False,False,False,False,False
passiver_semantischer_kernkandidat,2,sensorisch_affektiver_kern,fuehlen_mcm_coherence|sehen_form_stability,True,False,False,False,False,False,False,False
passiver_neuer_geteilter_semantikkandidat,1,affektive_feldwirkung,fuehlen_mcm_tension,True,False,False,False,False,False,False,False
randspur_oder_rauschen,1,auditive_energie,hoeren_energy_tone,True,False,False,False,False,False,False,False
