stage,left_family,right_family,edge_visible,meaning_similarity,sense_similarity,mcm_similarity,hearing_similarity,temporal_similarity,neuro_similarity,reflection_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
K_FOLGEKONTAKT2,dio_10qz,dio_114i,True,0.999905,0.999734,0.999711,0.999884,1.0,0.999977,0.999998,True,False,False,False,False,False,False,False
K_FOLGEKONTAKT2,dio_10qz,dio_1ytc,True,0.99986,0.999689,0.999927,0.997769,1.0,1.0,1.0,True,False,False,False,False,False,False,False
K_FOLGEKONTAKT2,dio_114i,dio_1ytc,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
