inner_state,contact_state,count,reward_sum,event_reward_sum,avg_reward,families,actions,outcome_events
inner_consequence_carried,real_contact_carried,7,7.0,7.0,1.0,"dio_0ofo,dio_0ps1,dio_1c6b,dio_1d1z,dio_1k7y","LONG,SHORT",TP
inner_consequence_burdened,real_contact_burdened,1,-1.0,-1.0,-1.0,dio_1d3r,LONG,SL
inner_consequence_quiet,held_impulse_without_action,3,0.0,0.0,0.0,"dio_0120,dio_14xc,dio_1mym",WAIT,NO_TRADE
inner_consequence_quiet,observed_without_action,11,0.0,0.0,0.0,"dio_01vz,dio_040y,dio_10dk,dio_143d,dio_1c6b,dio_1d1z,dio_1f9y,dio_1m4n",WAIT,NO_TRADE
