dio_0cgn | LONG,SHORT | sources=2 | traces=6 | family_repeats_with_action_variance
dio_1w4m | LONG,SHORT | sources=1 | traces=5 | family_local_potential
dio_04zi | LONG | sources=1 | traces=3 | family_local_potential
dio_06bd | SHORT | sources=1 | traces=3 | family_local_potential
dio_0fa9 | SHORT | sources=1 | traces=3 | family_local_potential
dio_0gmg | LONG | sources=1 | traces=3 | family_local_potential
dio_0ojr | SHORT | sources=1 | traces=3 | family_local_potential
dio_0rb2 | SHORT | sources=1 | traces=3 | family_local_potential
dio_0vc8 | SHORT | sources=1 | traces=3 | family_local_potential
dio_0x52 | LONG | sources=1 | traces=3 | family_local_potential
dio_14xc | LONG | sources=1 | traces=3 | family_local_potential
dio_173s | SHORT | sources=1 | traces=3 | family_local_potential
dio_199c | LONG | sources=1 | traces=3 | family_local_potential
dio_1g7l | SHORT | sources=1 | traces=3 | family_local_potential
dio_1guc | LONG | sources=1 | traces=3 | family_local_potential
dio_1jo7 | SHORT | sources=1 | traces=3 | family_local_potential
dio_1mx2 | LONG | sources=1 | traces=3 | family_local_potential
dio_1pfo | LONG | sources=1 | traces=3 | family_local_potential
dio_1q9b | SHORT | sources=1 | traces=3 | family_local_potential
dio_1qig | LONG | sources=1 | traces=3 | family_local_potential
dio_1t73 | SHORT | sources=1 | traces=3 | family_local_potential
dio_10kx | SHORT | sources=1 | traces=2 | family_local_potential
dio_1f4v | SHORT | sources=1 | traces=2 | family_local_potential
dio_1k0r | SHORT | sources=1 | traces=2 | family_local_potential
dio_1vjg | LONG | sources=1 | traces=2 | family_local_potential
