probe15 dio_0cgn | withheld_carried_context_later_carried | LONG | afterlook=1.000000
probe15 dio_0hd3 | withheld_carried_context_later_carried | SHORT | afterlook=1.000000
probe14 dio_1rv1 | withheld_carried_context_later_carried | LONG | afterlook=1.000000
probe14 dio_0qze | withheld_carried_context_later_carried | LONG | afterlook=1.000000
probe14 dio_0hd3 | withheld_carried_context_later_carried | SHORT | afterlook=1.000000
probe15 dio_0x52 | withheld_carried_context_later_carried | LONG | afterlook=1.000000
probe14 dio_0989 | withheld_carried_context_later_carried | LONG | afterlook=1.000000
probe15 dio_1mx2 | withheld_carried_context_later_carried | LONG | afterlook=1.000000
probe15 dio_1guc | withheld_carried_context_later_carried | LONG | afterlook=1.000000
probe14 dio_0b66 | withheld_carried_context_later_carried | SHORT | afterlook=1.000000
probe15 dio_0u1i | withheld_carried_context_later_carried | SHORT | afterlook=1.000000
probe14 dio_1guc | withheld_carried_context_later_carried | LONG | afterlook=1.000000
probe14 dio_1t1w | withheld_carried_context_later_carried | LONG | afterlook=1.000000
probe15 dio_199c | withheld_carried_context_later_carried | LONG | afterlook=1.000000
probe14 dio_1wie | withheld_carried_context_later_carried | SHORT | afterlook=1.000000
probe15 dio_0eh8 | withheld_carried_context_later_carried | SHORT | afterlook=1.000000
probe15 dio_12jm | withheld_carried_context_later_carried | LONG | afterlook=1.000000
probe14 dio_12jm | withheld_carried_context_later_carried | LONG | afterlook=1.000000
probe14 dio_0xpt | withheld_carried_context_later_carried | SHORT | afterlook=1.000000
probe15 dio_15ms | withheld_carried_context_later_carried | SHORT | afterlook=1.000000
probe15 dio_173s | withheld_carried_context_later_carried | SHORT | afterlook=1.000000
probe15 dio_1gxl | withheld_carried_context_later_carried | SHORT | afterlook=1.000000
probe14 dio_1gxl | withheld_carried_context_later_carried | SHORT | afterlook=1.000000
probe14 dio_0n45 | withheld_carried_context_later_carried | LONG | afterlook=0.242291
probe14 dio_1pfo | withheld_carried_context_later_carried | LONG | afterlook=0.076754
probe15 dio_1pfo | withheld_carried_context_later_carried | LONG | afterlook=0.045249
probe15 dio_0gmg | withheld_cautious_context_later_carried | LONG | afterlook=1.000000
probe14 dio_173s | withheld_cautious_context_later_carried | SHORT | afterlook=1.000000
probe14 dio_0gmg | withheld_cautious_context_later_carried | LONG | afterlook=1.000000
probe14 dio_0be3 | withheld_cautious_context_later_carried | SHORT | afterlook=1.000000
probe15 dio_0izw | withheld_cautious_context_later_carried | SHORT | afterlook=1.000000
probe14 dio_0szn | withheld_cautious_context_later_carried | SHORT | afterlook=1.000000
probe15 dio_1g18 | withheld_cautious_context_later_carried | SHORT | afterlook=1.000000
probe15 dio_14jl | withheld_cautious_context_later_carried | LONG | afterlook=0.743405
probe14 dio_14jl | withheld_cautious_context_later_carried | LONG | afterlook=0.707547
probe15 dio_07rf | withheld_cautious_context_later_carried | LONG | afterlook=0.287356
