symbol_family,field,count,min,max,range,avg,stability,passive_only,influences_action
dio_0akd,sehen_form_stability,4,-1.0,-1.0,0.0,-1.0,stable,True,False
dio_0akd,hoeren_energy_tone,4,-0.04619,-0.035139,0.011051,-0.040664,stable,True,False
dio_0akd,fuehlen_mcm_coherence,4,-0.212933,-0.209839,0.003094,-0.211386,stable,True,False
dio_0akd,fuehlen_mcm_tension,4,0.063058,0.073397,0.010339,0.068227,stable,True,False
dio_0akd,reflection_context_carry,4,0.166937,0.168085,0.001148,0.167511,stable,True,False
dio_0akd,reflection_context_strain,4,0.254911,0.255887,0.000976,0.255398,stable,True,False
dio_0akd,reflection_context_alignment,4,0.947975,0.950228,0.002253,0.949102,stable,True,False
