family_action,history_state,observations,symbol_family,burden_action,quiet_wait_count,not_seen_count,action_present_count,burden_action_count,carried_action_count,wait_episode_sum,action_episode_sum,action_reward_sum,sources,history_sources,followup_states,dio_syntax_sentence,passive_only,writes_training_memory,read_by_mini_dio,influences_action,is_gate,is_motoric
dio_19i4:SHORT,reorganization_history_quiet_wait_with_world_absence,2,dio_19i4,SHORT,1,1,0,0,0,3,0,0.0,"probe16_f3,probe7_f3",f3,"reorganization_family_not_seen,reorganization_quiet_wait_continues",reorganization_history|dio_19i4|SHORT|reorganization_history_quiet_wait_with_world_absence|quiet=1|not_seen=1|action=0,1,0,0,0,0,0
dio_1k0r:LONG,reorganization_history_quiet_wait_with_world_absence,2,dio_1k0r,LONG,1,1,0,0,0,3,0,0.0,"probe16_f3,probe7_f3",f3,"reorganization_family_not_seen,reorganization_quiet_wait_continues",reorganization_history|dio_1k0r|LONG|reorganization_history_quiet_wait_with_world_absence|quiet=1|not_seen=1|action=0,1,0,0,0,0,0
