history_source,source,symbol_family,followup_state,burden_action,action_present,wait_present,action_variant_state,wait_variant_state,action_reward,wait_reward,action_episodes,wait_episodes,passive_only,writes_training_memory,read_by_mini_dio,influences_action,is_gate,is_motoric
f3,probe16_f3,dio_19i4,reorganization_family_not_seen,SHORT,0,0,,,0.0,0.0,0,0,1,0,0,0,0,0
f3,probe16_f3,dio_1k0r,reorganization_quiet_wait_continues,LONG,0,1,,variant_related_observation_trace,0.0,0.0,0,3,1,0,0,0,0,0
f3,probe7_f3,dio_19i4,reorganization_quiet_wait_continues,SHORT,0,1,,variant_local_wait_context,0.0,0.0,0,3,1,0,0,0,0,0
f3,probe7_f3,dio_1k0r,reorganization_family_not_seen,LONG,0,0,,,0.0,0.0,0,0,1,0,0,0,0,0
