contrast_group,family_count,avg_visible_probe_count,avg_carried_probe_count,avg_carry_ratio,avg_sensory_field_distance,avg_mcm_coherence_delta,avg_mcm_tension_delta,avg_mcm_asymmetry_delta,avg_best_reward_training_delta,avg_trade_readiness_delta,avg_lived_support_drop_count,avg_direction_flip_count,avg_neuro_tone_reorganizes_count,avg_no_visible_kipp_count,families,avg_sehen_flow_delta,avg_hoeren_energy_delta,avg_avg_episode_count_delta,avg_avg_trade_readiness_delta,avg_avg_best_reward_training_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
immediate_or_continuous_kipp_trace,46,2.652173913,0.0,0.0,0.046150545,0.013731478,0.001869913,-0.011088717,-0.002100839,-0.002705282,1.260869565,0.108695652,0.782608696,0.0,dio_01sj|dio_01w7|dio_03yz|dio_06b8|dio_06gy|dio_095l|dio_09u3|dio_0bm2|dio_0ft4|dio_0g9z|dio_0gmg|dio_0ksa|dio_0l9d|dio_0nrp|dio_0o73|dio_0pni|dio_0q96|dio_0t27|dio_0v3a|dio_0w16|dio_0x52|dio_0xkp|dio_0z2v|dio_108f|dio_140n|dio_14eb|dio_15lu|dio_17ny|dio_19bg|dio_1a1w|dio_1ekr|dio_1f9y|dio_1ffn|dio_1i05|dio_1im7|dio_1jba|dio_1lg2|dio_1mrs|dio_1o2b|dio_1ocs,-0.017764391,-0.000801783,-0.375414079,-0.003259332,-0.092878827,True,False,False,False,False,False,False,False
single_probe_carried_trace,7,1.0,1.0,1.0,0.011080982,0.001312143,-0.002250857,0.002444571,0.008098,0.000423714,0.0,0.0,0.0,1.0,dio_0bde|dio_0jx1|dio_0ocv|dio_0rwa|dio_19b6|dio_1fck|dio_1ndv,0.008726429,0.004513286,0.142857143,0.000423714,0.008098,True,False,False,False,False,False,False,False
carries_then_kipps_trace,3,2.0,1.0,0.5,0.015809124,-0.002789667,0.011088667,-0.012027,0.141511667,0.004926583,0.0,0.0,1.0,1.0,dio_07t9|dio_0p12|dio_1fz7,-0.009067333,-0.003112,0.833333333,0.004943917,0.318341,True,False,False,False,False,False,False,False
kipps_then_recarries_trace,3,3.0,1.0,0.4,0.018388021,0.004726333,0.007017333,0.014783333,-0.149390167,0.004942617,0.0,0.0,2.0,1.0,dio_1si6|dio_1ull|dio_1vg2,0.015340667,0.010257,1.2,0.0060583,0.450609833,True,False,False,False,False,False,False,False
mixed_or_unclear_trace,3,4.666666667,1.333333333,0.277777778,0.072158702,-0.01216,-0.001957,-0.041575667,0.0,0.025341722,0.666666667,0.0,2.666666667,1.333333333,dio_005q|dio_05ws|dio_1jgc,0.011606667,0.059651667,0.777777778,0.028459778,0.388888889,True,False,False,False,False,False,False,False
multi_probe_carried_trace,1,3.0,3.0,1.0,0.004459482,-0.000271,0.000839,0.006474,0.0,2.2333e-05,0.0,0.0,0.0,3.0,dio_11vr,0.005246,-0.000309,0.0,2.2333e-05,0.0,True,False,False,False,False,False,False,False
