family,run,rows,executed,raw_trade_pressure,held_same_episode,observed_potential,reward_sum,max_trade_readiness,max_mature_transfer
dio_09n6,64,1,0,0,0,1,0.0,0.004492,0.004492
dio_09n6,65,1,0,0,0,1,0.0,0.010778,0.010778
dio_0a54,64,1,0,0,0,1,0.0,0.018489,0.018489
dio_0a54,65,1,0,0,0,1,0.0,0.039631,0.039631
dio_0a54,66,1,1,1,0,0,0.574218,0.068658,0.059561
dio_0a54,67,1,1,1,0,0,0.574218,0.158316,0.060958
dio_0eh8,64,1,0,0,0,1,0.0,0.004893,0.004893
dio_0eh8,65,1,0,0,0,1,0.0,0.014668,0.014668
dio_0f9v,64,1,0,0,0,1,0.0,0.004937,0.004937
dio_0f9v,65,1,0,0,0,1,0.0,0.018434,0.018434
dio_0g8c,64,1,0,0,0,1,0.0,0.004985,0.004985
dio_0g8c,65,1,0,0,0,1,0.0,0.00999,0.00999
dio_0g8c,66,1,0,0,0,1,0.0,0.024789,0.024789
dio_0hiu,64,1,0,0,0,1,0.0,0.005061,0.005061
dio_0hiu,65,1,0,0,0,1,0.0,0.013258,0.013258
dio_0hiu,66,1,0,0,0,1,0.0,0.036812,0.036812
dio_0hzw,64,1,0,0,0,1,0.0,0.004595,0.004595
dio_0hzw,65,1,0,0,0,1,0.0,0.016671,0.016671
dio_0nm2,64,1,0,0,0,1,0.0,0.004334,0.004334
dio_0nm2,65,1,0,0,0,1,0.0,0.014226,0.014226
dio_0nm2,66,1,0,0,0,1,0.0,0.04156,0.04156
dio_0nm2,67,1,1,1,0,0,1.024116,0.083767,0.064916
dio_0rps,64,1,0,0,0,1,0.0,0.003608,0.003608
dio_0rps,65,1,0,0,0,1,0.0,0.005119,0.005119
dio_0rps,66,1,0,0,0,1,0.0,0.009546,0.009546
dio_0rps,67,1,0,0,0,1,0.0,0.016385,0.016385
dio_0v15,64,1,0,0,0,1,0.0,0.004819,0.004819
dio_0v15,65,1,0,0,0,1,0.0,0.011055,0.011055
dio_0v15,66,1,0,0,0,1,0.0,0.02848,0.02848
dio_0v15,67,1,0,1,1,1,0.0,0.055388,0.055388
dio_0v36,64,1,1,1,0,0,1.141064,0.068435,0.064081
dio_0v36,65,1,1,1,0,0,1.141064,0.188346,0.065241
dio_0v36,66,1,1,1,0,0,1.141064,0.347427,0.065879
dio_0yok,64,1,0,0,0,1,0.0,0.004162,0.004162
dio_0yok,65,1,0,0,0,1,0.0,0.003908,0.003908
dio_0yok,66,1,0,0,0,1,0.0,0.004513,0.004513
dio_14wi,64,1,0,0,0,1,0.0,0.005093,0.005093
dio_14wi,65,1,0,0,0,1,0.0,0.013458,0.013458
dio_14wi,66,1,0,0,0,1,0.0,0.037478,0.037478
dio_14wi,67,1,1,1,0,0,0.899201,0.074575,0.069715
dio_1alf,64,1,0,0,0,1,0.0,0.003901,0.003901
dio_1alf,65,1,0,0,0,1,0.0,0.008957,0.008957
dio_1alf,66,1,0,0,0,1,0.0,0.023036,0.023036
dio_1alf,67,1,0,0,0,1,0.0,0.044806,0.044806
dio_1hhw,64,1,0,0,0,1,0.0,0.004281,0.004281
dio_1hhw,65,1,0,0,0,1,0.0,0.009288,0.009288
dio_1hhw,66,1,0,0,0,1,0.0,0.023761,0.023761
dio_1og7,64,1,0,0,0,1,0.0,0.003885,0.003885
dio_1og7,65,1,0,0,0,1,0.0,0.014606,0.014606
dio_1og7,66,1,0,0,0,1,0.0,0.045127,0.045127
dio_1y2t,64,1,0,0,0,1,0.0,0.004472,0.004472
dio_1y2t,65,1,0,0,0,1,0.0,0.009221,0.009221
dio_1y2t,66,1,0,0,0,1,0.0,0.023459,0.023459
dio_1y2t,67,1,0,0,0,1,0.0,0.045463,0.045463
