phase,phase_run,global_run,data_path,candles,episodes,trades,long_trades,short_trades,waits,total_reward,avg_reward,unique_symbols,avg_trade_readiness,max_trade_readiness,avg_associative_trade,max_associative_trade,avg_maturity_gap,max_maturity_gap,avg_mature_transfer,max_mature_transfer,avg_observation_trade_signal,max_observation_trade_signal,avg_observation_trade_readiness,max_observation_trade_readiness,observation_learning_events,avg_observation_learning_pressure,max_observation_learning_pressure,top_long_family,top_long_trust,top_short_family,top_short_trust
order_shift_drift,1,44,data\kontrolliert_reihenfolge_shift_drift_2episoden_5m_SOLUSDT.csv,21,12,1,1,0,11,1.147808,0.095651,12,0.021146,0.204188,0.063464,0.078823,0.054876,0.073306,0.008588,0.053485,0.00099,0.011881,0.000109,0.001307,11,0.061442,0.075237,dio_1lam,1.0,dio_0t45,1.0
order_shift_drift,2,45,data\kontrolliert_reihenfolge_shift_drift_2episoden_5m_SOLUSDT.csv,21,12,1,1,0,11,1.147808,0.095651,12,0.045411,0.386751,0.061193,0.071812,0.043257,0.055774,0.017935,0.057038,0.00441,0.011881,0.000485,0.001307,11,0.052223,0.059356,dio_1lam,1.0,dio_0t45,1.0
order_shift_drift,3,46,data\kontrolliert_reihenfolge_shift_drift_2episoden_5m_SOLUSDT.csv,21,7,3,1,2,4,2.602312,0.371759,7,0.078583,0.329321,0.061063,0.07486,0.019983,0.055051,0.04108,0.066798,0.004362,0.011726,0.00048,0.00129,4,0.039168,0.056502,dio_1lam,1.0,dio_0t45,1.0
order_shift_drift,4,47,data\kontrolliert_reihenfolge_shift_drift_2episoden_5m_SOLUSDT.csv,21,4,3,2,1,1,3.644226,0.911057,4,0.207012,0.497767,0.062622,0.075255,0.004171,0.016685,0.05845,0.075255,0.008531,0.011881,0.000938,0.001307,1,0.029592,0.029592,dio_1lam,1.0,dio_0t45,1.0
