contact_id,contact_symbol,contact_lage_state,run,tick,timestamp_ms,symbol,symbol_family,episode_contact_state,action,best_action_training,observation_learning_action,reward,trade_readiness,associative_trade,observation_learning_pressure
kontakt_sensorvarianz_probe12,dio_contact_0tb1y1t,bestaetigte_sensorvarianz,120,1,1767450300000000,dio_0wv3630,dio_0wv3,kontakt_handlung_belastet,SHORT,LONG,-,-1.464211,0.351813,0.085234,0.000000
kontakt_sensorvarianz_probe12,dio_contact_0tb1y1t,bestaetigte_sensorvarianz,120,6,1767451800000000,dio_14ebdp0,dio_14eb,kontakt_handlung_bestaetigt,SHORT,SHORT,-,1.405925,0.936876,0.081167,0.000000
kontakt_sensorvarianz_probe12,dio_contact_0tb1y1t,bestaetigte_sensorvarianz,120,11,1767453300000000,dio_1ayyzfr,dio_1ayy,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.029041,0.062094,0.043217
kontakt_sensorvarianz_probe12,dio_contact_0tb1y1t,bestaetigte_sensorvarianz,120,12,1767453600000000,dio_1jn5kkr,dio_1jn5,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004425,0.063215,0.060339
kontakt_sensorvarianz_probe12,dio_contact_0tb1y1t,bestaetigte_sensorvarianz,120,13,1767453900000000,dio_0sznn5g,dio_0szn,kontakt_handlung_bestaetigt,SHORT,SHORT,-,0.704152,0.475740,0.055277,0.000000
kontakt_sensorvarianz_probe12,dio_contact_0tb1y1t,bestaetigte_sensorvarianz,120,18,1767455400000000,dio_1cey2vo,dio_1cey,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004283,0.061183,0.058399
kontakt_sensorvarianz_probe12,dio_contact_0tb1y1t,bestaetigte_sensorvarianz,121,1,1767450300000000,dio_0wv3630,dio_0wv3,kontakt_handlung_belastet,SHORT,LONG,-,-1.464211,0.074194,0.082705,0.000000
kontakt_sensorvarianz_probe12,dio_contact_0tb1y1t,bestaetigte_sensorvarianz,121,6,1767451800000000,dio_14ebdp0,dio_14eb,kontakt_handlung_bestaetigt,SHORT,SHORT,-,1.405925,0.936771,0.079663,0.000000
kontakt_sensorvarianz_probe12,dio_contact_0tb1y1t,bestaetigte_sensorvarianz,121,11,1767453300000000,dio_1ayyzfr,dio_1ayy,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.030565,0.060472,0.040605
kontakt_sensorvarianz_probe12,dio_contact_0tb1y1t,bestaetigte_sensorvarianz,121,12,1767453600000000,dio_1jn5kkr,dio_1jn5,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.009584,0.062349,0.056119
