left_family,right_family,left_episodes,right_episodes,left_reife_state,right_reife_state,reife_state_relation,left_neuro_tone,right_neuro_tone,neuro_tone_relation,left_action,right_action,action_relation,sense_distance,sense_similarity,mcm_distance,mcm_similarity,hearing_distance,hearing_similarity,temporal_distance,temporal_similarity,neuro_distance,neuro_similarity,reflection_distance,reflection_similarity,reife_distance,reife_similarity,meaning_distance,meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,neighbor_state,dio_neighbor_sentence
dio_0icn,dio_0j6l,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.7e-05,1.0,7e-06,1.0,0.0,1.0,3e-06,1.0,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0icn+dio_0j6l: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0o73,dio_0p12,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.9e-05,1.0,8e-06,1.0,0.0,1.0,3e-06,1.0,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0o73+dio_0p12: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0oic,dio_0pcb,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.2e-05,1.0,9e-06,1.0,0.0,1.0,4e-06,1.0,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0oic+dio_0pcb: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0unf,dio_0uxe,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2e-05,1.0,8e-06,1.0,0.0,1.0,3e-06,1.0,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0unf+dio_0uxe: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0zbv,dio_105u,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.8e-05,1.0,8e-06,1.0,0.0,1.0,3e-06,1.0,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0zbv+dio_105u: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1mrs,dio_1n1s,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.8e-05,1.0,8e-06,1.0,0.0,1.0,3e-06,1.0,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1mrs+dio_1n1s: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0uzt,dio_1ldu,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.003016,0.999927,0.001701,0.999977,0.002074,0.999966,0.0,1.0,0.000346,0.999999,0.000114,1.0,0.0,1.0,0.001404,0.999984,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0uzt+dio_1ldu: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0w94,dio_1szd,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.002508,0.99995,0.001597,0.99998,0.007304,0.999573,0.0,1.0,0.000396,0.999999,0.000135,1.0,0.0,1.0,0.001896,0.999971,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0w94+dio_1szd: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0jfb,dio_0jpa,3,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.00381,0.999884,0.002274,0.999959,0.006902,0.999619,0.0,1.0,0.001571,0.99998,0.00154,0.999981,0.0,1.0,0.002586,0.999947,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0jfb+dio_0jpa: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0z2v,dio_106w,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.009029,0.999348,0.002757,0.999939,0.00635,0.999678,0.0,1.0,0.000175,1.0,0.000166,1.0,0.0,1.0,0.003573,0.999898,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0z2v+dio_106w: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0vu0,dio_05k3,6,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.011178,0.999001,0.001185,0.999989,0.005413,0.999766,0.0,1.0,0.001479,0.999983,0.001805,0.999974,0.0,1.0,0.003944,0.999876,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0vu0+dio_05k3: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_11f5,dio_14w8,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.005334,0.999772,0.003134,0.999921,0.016213,0.997901,0.0,1.0,0.000519,0.999998,0.000211,1.0,0.0,1.0,0.004005,0.999872,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_11f5+dio_14w8: gleiche passive Bedeutungsinsel, ohne Handlung."
