inner_map_transition_state,count,avg_score_delta,avg_stability_delta,avg_variation_delta,avg_drift_delta,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
stable_foreign_boundary,99,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
stable_same_inner_state,32,0.004895833,0.003515625,0.005083333,0.0,True,False,False,False,False,False,False,False
stable_variation_bearing,19,0.011106309,0.001195858,0.025495155,-0.004385965,True,False,False,False,False,False,False,False
inner_state_strengthened,11,0.23776423,0.0405183,0.386014783,0.0,True,False,False,False,False,False,False,False
new_in_right_inner_map,9,0.222222222,0.55,0.088888889,0.0,True,False,False,False,False,False,False,False
stable_recurrence,5,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
persistent_drift_watch,2,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False
shifted_into_drift_watch,2,0.0073885,-0.114681625,0.3029554,0.5,True,False,False,False,False,False,False,False
