left_family,right_family,transfer_reife_state,transfer_reife,sensory_mcm_similarity,distance,same_action,same_outcome,same_state_class,event_reward_relation,event_reward_alignment,potential_reward_relation,potential_reward_alignment,left_state_class,right_state_class,left_landkarte_state,right_landkarte_state,left_reflection_state,right_reflection_state,left_action,right_action,left_outcome,right_outcome,left_reward_sum,right_reward_sum,left_event_reward_sum,right_event_reward_sum,passive_only,transfer_sentence
dio_1txv,dio_0x52,transfer_reife_carried_same_consequence,0.982657248,0.954361178,0.047821331,1,1,1,positive_to_positive,1.0,positive_to_positive,1.0,open,open,-,-,-,-,SHORT,SHORT,TP,TP,3.0,3.0,3.0,3.0,1,dio_1txv -> dio_0x52: transfer_reife=0.982657; sinnesnaehe=0.954361; aktion=SHORT->SHORT; konsequenz=TP->TP; event_reward=3.000000->3.000000; potential_reward=3.000000->3.000000.
dio_0arw,dio_0u8f,transfer_reife_carried_same_consequence,0.950759803,0.870420535,0.148869954,1,1,1,positive_to_positive,1.0,positive_to_positive,1.0,open,open,-,-,-,-,LONG,LONG,TP,TP,3.0,3.0,3.0,3.0,1,dio_0arw -> dio_0u8f: transfer_reife=0.950760; sinnesnaehe=0.870421; aktion=LONG->LONG; konsequenz=TP->TP; event_reward=3.000000->3.000000; potential_reward=3.000000->3.000000.
dio_1vpi,dio_0x52,transfer_reife_carried_same_consequence,0.910735635,0.765093776,0.307029323,1,1,1,positive_to_positive,1.0,positive_to_positive,1.0,open,open,-,-,-,-,SHORT,SHORT,TP,TP,3.0,3.0,3.0,3.0,1,dio_1vpi -> dio_0x52: transfer_reife=0.910736; sinnesnaehe=0.765094; aktion=SHORT->SHORT; konsequenz=TP->TP; event_reward=3.000000->3.000000; potential_reward=3.000000->3.000000.
dio_02qu,dio_0u8f,transfer_reife_carried_same_consequence,0.8955112,0.725029474,0.379254273,1,1,1,positive_to_positive,1.0,positive_to_positive,1.0,open,open,-,-,-,-,LONG,LONG,TP,TP,3.0,3.0,3.0,3.0,1,dio_02qu -> dio_0u8f: transfer_reife=0.895511; sinnesnaehe=0.725029; aktion=LONG->LONG; konsequenz=TP->TP; event_reward=3.000000->3.000000; potential_reward=3.000000->3.000000.
dio_14xc,dio_0x52,transfer_reife_open,0.405249409,0.742761602,0.346327,0,0,1,neutral_to_positive,0.35,neutral_to_positive,0.35,open,open,-,-,-,-,WAIT,SHORT,NO_TRADE,TP,0.0,3.0,0.0,3.0,1,dio_14xc -> dio_0x52: transfer_reife=0.405249; sinnesnaehe=0.742762; aktion=WAIT->SHORT; konsequenz=NO_TRADE->TP; event_reward=0.000000->3.000000; potential_reward=0.000000->3.000000.
