transfer_reife_state,family_count,avg_transfer_reife,avg_similarity,same_action_count,same_outcome_count,families
transfer_reife_carried_same_consequence,4,0.934915971,0.828726241,4,4,"dio_02qu->dio_0u8f,dio_0arw->dio_0u8f,dio_1txv->dio_0x52,dio_1vpi->dio_0x52"
transfer_reife_open,1,0.405249409,0.742761602,0,0,dio_14xc->dio_0x52
