inner_reife_awareness_state,count,event_reward_sum,avg_passive_reife_score,episode_count,family_actions
inner_reife_passively_carried,3,27.0,0.844333,27,"dio_0arw:LONG,dio_1txv:SHORT,dio_1vpi:SHORT"
