contact_id,contact_lage_state,debug_root,runs,trades_total,reward_total,contact_reward_sum,direct_positive_action,observation_to_positive_action,held_observation,quiet_family,top_direct_action,top_observation_to_action
kontakt_sensorvarianz_probe13_shift,verschobene_sensorvarianz,debug\dio_mini_sensor_relation_probe13_short_reife_varianz_shift,4,5,6.009557,6.009556,0,3,15,1,,"dio_0hd3,dio_0c6o,dio_1wie"
