neighbor_state,pair_count,family_count,families,max_meaning_similarity,avg_meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
passive_same_meaning_island,12,21,dio_0axn|dio_0azl|dio_0g2u|dio_0ic6|dio_0nvd|dio_0scd|dio_0w16|dio_0yk9|dio_0zkk|dio_10qz|dio_114i|dio_122f|dio_12sg|dio_12x0|dio_1aqj|dio_1ffn|dio_1gwl|dio_1i05|dio_1n5f|dio_1n79|dio_1ytc,0.999913,0.99986,True,False,False,False,False,False,False,False
