left_family,right_family,left_episodes,right_episodes,left_reife_state,right_reife_state,reife_state_relation,left_neuro_tone,right_neuro_tone,neuro_tone_relation,left_action,right_action,action_relation,sense_distance,sense_similarity,mcm_distance,mcm_similarity,hearing_distance,hearing_similarity,temporal_distance,temporal_similarity,neuro_distance,neuro_similarity,reflection_distance,reflection_similarity,reife_distance,reife_similarity,meaning_distance,meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,neighbor_state,dio_neighbor_sentence
dio_1ffn,dio_1i05,2,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.005926,0.999719,0.006983,0.99961,0.000803,0.999995,0.0,1.0,0.001589,0.99998,0.000349,0.999999,0.0,1.0,0.003305,0.999913,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1ffn+dio_1i05: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_12x0,dio_0zkk,6,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007959,0.999493,0.001135,0.99999,0.007483,0.999552,0.0,1.0,0.001905,0.999971,0.002591,0.999946,0.0,1.0,0.003532,0.9999,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_12x0+dio_0zkk: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1n79,dio_1aqj,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006582,0.999654,0.004302,0.999852,0.007299,0.999574,0.0,1.0,0.000625,0.999997,0.001439,0.999983,0.0,1.0,0.003605,0.999896,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1n79+dio_1aqj: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0nvd,dio_1gwl,4,4,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007276,0.999577,0.00348,0.999903,0.007427,0.999559,0.0,1.0,0.001617,0.999979,0.000491,0.999998,0.0,1.0,0.003669,0.999892,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0nvd+dio_1gwl: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0w16,dio_0yk9,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006345,0.999678,0.003014,0.999927,0.015127,0.998173,0.0,1.0,0.001217,0.999988,0.000986,0.999992,0.0,1.0,0.004251,0.999855,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0w16+dio_0yk9: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_10qz,dio_114i,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006746,0.999636,0.007012,0.999607,0.007029,0.999605,0.0,1.0,0.00189,0.999971,0.000548,0.999998,0.0,1.0,0.004313,0.999851,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_10qz+dio_114i: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0azl,dio_1n5f,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007409,0.999561,0.004425,0.999843,0.011812,0.998885,0.0,1.0,0.001342,0.999986,0.000421,0.999999,0.0,1.0,0.004391,0.999846,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0azl+dio_1n5f: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0ic6,dio_0g2u,8,2,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.007848,0.999508,0.006112,0.999701,0.005147,0.999788,0.0,1.0,0.002719,0.999941,0.002606,0.999946,0.0,1.0,0.004435,0.999843,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0ic6+dio_0g2u: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0axn,dio_0scd,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009161,0.999329,0.007468,0.999554,0.003699,0.999891,0.0,1.0,0.000854,0.999994,0.000491,0.999998,0.0,1.0,0.004444,0.999842,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0axn+dio_0scd: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0axn,dio_122f,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009325,0.999305,0.003176,0.999919,0.013272,0.998593,0.0,1.0,0.000162,1.0,0.000126,1.0,0.0,1.0,0.004562,0.999834,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0axn+dio_122f: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_10qz,dio_1ytc,2,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.00793,0.999497,0.004423,0.999844,0.013904,0.998456,0.0,1.0,0.000374,0.999999,0.000218,1.0,0.0,1.0,0.004614,0.99983,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_10qz+dio_1ytc: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1gwl,dio_12sg,4,2,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006746,0.999636,0.003684,0.999891,0.016544,0.997815,0.0,1.0,0.001579,0.99998,0.000877,0.999994,0.0,1.0,0.004706,0.999823,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1gwl+dio_12sg: gleiche passive Bedeutungsinsel, ohne Handlung."
