run,tick,timestamp_ms,family,action,entry_price,better_entry_training,entry_improvement_room,reward,trade_readiness,mature_transfer,phase_age,episode_relation
44,12,1767313600000000,dio_1ytj,LONG,98.84,98.7,0.001416,1.147808,0.204188,0.053485,9999,none
45,12,1767313600000000,dio_1ytj,LONG,98.84,98.7,0.001416,1.147808,0.386751,0.057038,9999,none
46,1,1767310300000000,dio_1fqy,SHORT,99.7,99.86,0.001605,1.554965,0.061473,0.061473,9999,none
46,8,1767312400000000,dio_15th,LONG,97.84,97.68,0.001635,1.296838,0.051073,0.051073,7,different_contact
46,15,1767314500000000,dio_0lt6,SHORT,100.34,100.78,0.004385,-0.249492,0.329321,0.066798,7,different_contact
47,1,1767310300000000,dio_1fqy,SHORT,99.7,99.86,0.001605,1.554965,0.216453,0.075255,9999,none
47,7,1767312100000000,dio_1e6y,LONG,97.62,97.44,0.001844,0.941453,0.07695,0.059666,6,different_contact
47,12,1767313600000000,dio_1ytj,LONG,98.84,98.7,0.001416,1.147808,0.497767,0.062001,5,new_contact
