transition,lupe_category,count,avg_semantic_maturity_score,avg_semantic_maturity_delta,avg_stability_pressure,avg_variation_bearing,avg_drift_pressure,avg_family_count,top_symbols,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
F_ONLY->F_G,stable_core,87,0.4829753,0.276155376,0.773593953,0.19319012,0.0,1.022988506,dio_text_10tdlgu|dio_text_12o524i|dio_text_1375gtt|dio_text_13vvpp5|dio_text_14eizb9|dio_text_153gn8y|dio_text_16inwym|dio_text_16jvunu|dio_text_16mtr49|dio_text_16qwab5|dio_text_1asaq5b|dio_text_1axxr0j,True,False,False,False,False,False,False,False
F_ONLY->F_G,new_raw_extension,35,0.207619048,0.207619048,0.55,0.083047619,0.0,1.142857143,dio_text_14mirbg|dio_text_1994dnl|dio_text_1dddc9a|dio_text_1fi99b2|dio_text_1gnylhs|dio_text_1gwoia5|dio_text_1j4naiy|dio_text_1jagfnc|dio_text_1k3l4kg|dio_text_1mdfmx0|dio_text_1mvaeuf|dio_text_1nb8rj3,True,False,False,False,False,False,False,False
F_ONLY->F_G,carried_raw_space,26,0.207179487,0.0,0.55,0.082871795,0.0,1.076923077,dio_text_12s80z7|dio_text_149kk0l|dio_text_14cjsrg|dio_text_1acqnej|dio_text_1ayz|dio_text_1b2bq44|dio_text_1c3wtc0|dio_text_1ccct8g|dio_text_1ejlkwl|dio_text_1iqihsh|dio_text_1jk9v37|dio_text_1o49i9,True,False,False,False,False,False,False,False
F_ONLY->F_G,soft_variation_space,26,0.436186436,0.22054541,0.523679365,0.474474574,0.0,3.576923077,dio_text_10zhe22|dio_text_12i41ij|dio_text_139he2x|dio_text_1456g6j|dio_text_15hzmqv|dio_text_16u5ej1|dio_text_19hwb5v|dio_text_1dg4vy8|dio_text_1e700b9|dio_text_1fq70kn|dio_text_1hxbuwj|dio_text_1kx4hnb,True,False,False,False,False,False,False,False
F_ONLY->F_G,drift_watch,22,0.268853576,0.046126303,0.531014,0.40754143,0.5,2.0,dio_text_10vzt25|dio_text_13sd2dn|dio_text_170lq6s|dio_text_17olucv|dio_text_1cjlpka|dio_text_1fm13t8|dio_text_1j5f0xx|dio_text_1qjid8n|dio_text_1rvqv3g|dio_text_1w95imk|dio_text_294abv|dio_text_2dflm7,True,False,False,False,False,False,False,False
