family,probe_count,seen_count,executed_count,reward_sum,probe_states,timeline_states,strongest_action_traces,passive_sentence
dio_0c6o,4,2,8,4.25792,probe14:not_seen -> probe15:seen_carried -> probe16:seen_conflict -> probe17:not_seen,mixed_reconfirmed_and_conflict,LONG,dio_0c6o: wird in manchen Welten getragen und in anderen konflikthaft.
dio_0hd3,4,2,8,12.068892,probe14:seen_carried -> probe15:seen_carried -> probe16:not_seen -> probe17:not_seen,reconfirmed_with_quiet_return,SHORT,dio_0hd3: wird ueber mehrere Welten getragen gelesen.
dio_1wie,4,0,0,0.0,probe14:not_seen -> probe15:not_seen -> probe16:not_seen -> probe17:not_seen,quiet_only,SHORT,dio_1wie: bleibt in den gelesenen Welten still.
