stability_kind,inner_state,contact_quality,count,reward_sum,best_reward_sum,avg_reward,families,actions
stable_state,inner_carried,positive_real_contact,1,1.453,1.453,1.453,dio_0ofo,LONG
stable_state,inner_carried,observed_potential,5,0.0,5.235017,0.0,"dio_0akd,dio_0ofo",WAIT
stable_state,inner_open_observation,observed_potential,18,0.0,5.308925,0.0,"dio_10dk,dio_13u8,dio_14xc,dio_1d3r,dio_1f9y,dio_1mym",WAIT
transition_state,inner_carried,positive_real_contact,2,2.476629,2.476629,1.238314,"dio_04z7,dio_0n9e",LONG
start_state,inner_carried,positive_real_contact,1,0.911881,0.911881,0.911881,dio_1bwb,SHORT
start_state,inner_carried,observed_potential,3,0.0,2.735643,0.0,dio_1bwb,WAIT
transition_state,inner_carried,observed_potential,10,0.0,8.612806,0.0,"dio_0120,dio_04z7,dio_0bmh,dio_0n9e",WAIT
transition_state,inner_open_observation,observed_potential,12,0.0,5.573733,0.0,"dio_040y,dio_0fzl,dio_0ps1,dio_14xc,dio_1d1z,dio_1f9y",WAIT
transition_state,inner_unfinished,observed_potential,4,0.0,2.780168,0.0,dio_1k7y,WAIT
