inner_state,symbol_family,contact_quality,count,reward_sum,best_reward_sum,avg_reward,actions,transitions,avg_sehen_form_flow,spread_sehen_form_flow,avg_sehen_form_stability,spread_sehen_form_stability,avg_hoeren_energy_tone,spread_hoeren_energy_tone,avg_fuehlen_mcm_coherence,spread_fuehlen_mcm_coherence,avg_fuehlen_mcm_tension,spread_fuehlen_mcm_tension,coherence_note,passive_only,world,source_file
inner_carried,dio_0ofo,positive_real_contact,1,1.453,1.453,1.453,LONG,same_inner_state,-0.458776,0.0,0.0,0.0,0.023375,0.0,0.393455,0.0,0.298608,0.0,getragen_sensorisch_bestaetigt,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_carried,dio_0n9e,positive_real_contact,1,1.389869,1.389869,1.389869,LONG,inner_open_observation_to_inner_carried,-0.783392,0.0,1.0,0.0,0.176286,0.0,0.95064,0.0,0.430696,0.0,getragen_sensorisch_bestaetigt,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_carried,dio_04z7,positive_real_contact,1,1.08676,1.08676,1.08676,LONG,inner_unfinished_to_inner_carried,0.021684,0.0,-1.0,0.0,-0.071409,0.0,-0.219994,0.0,0.087641,0.0,getragen_sensorisch_bestaetigt,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_carried,dio_1bwb,positive_real_contact,1,0.911881,0.911881,0.911881,SHORT,timeline_start,0.038108,0.0,1.0,0.0,0.040115,0.0,0.988768,0.0,0.045048,0.0,getragen_sensorisch_bestaetigt,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_carried,dio_0120,observed_potential,3,0.0,1.001832,0.0,WAIT,inner_open_observation_to_inner_carried,0.639442,0.0,1.0,0.0,0.112281,0.0,0.968561,0.0,0.325776,0.0,hohe_sicht_feld_kohärenz_ohne_handlung,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_carried,dio_04z7,observed_potential,3,0.0,3.26028,0.0,WAIT,inner_unfinished_to_inner_carried,0.021684,0.0,-1.0,0.0,-0.071409,0.0,-0.219994,0.0,0.087641,0.0,offen_lesen,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_carried,dio_0akd,observed_potential,3,0.0,2.329017,0.0,WAIT,same_inner_state,-0.032438,0.0,-1.0,0.0,-0.035139,0.0,-0.209839,0.0,0.073397,0.0,offen_lesen,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_carried,dio_0bmh,observed_potential,2,0.0,1.570956,0.0,WAIT,inner_open_observation_to_inner_carried,0.396354,0.0,0.0,0.0,-0.022681,0.0,0.393649,0.0,0.23211,0.0,offen_lesen,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_carried,dio_0n9e,observed_potential,2,0.0,2.779738,0.0,WAIT,inner_open_observation_to_inner_carried,-0.783392,0.0,1.0,0.0,0.176286,0.0,0.95064,0.0,0.430696,0.0,hohe_sicht_feld_kohärenz_ohne_handlung,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_carried,dio_0ofo,observed_potential,2,0.0,2.906,0.0,WAIT,same_inner_state,-0.458776,0.0,0.0,0.0,0.023375,0.0,0.393455,0.0,0.298608,0.0,offen_lesen,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_carried,dio_1bwb,observed_potential,3,0.0,2.735643,0.0,WAIT,timeline_start,0.038108,0.0,1.0,0.0,0.040115,0.0,0.988768,0.0,0.045048,0.0,hohe_sicht_feld_kohärenz_ohne_handlung,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_open_observation,dio_040y,observed_potential,2,0.0,0.551192,0.0,WAIT,inner_carried_to_inner_open_observation,0.761489,0.0,1.0,0.0,0.047611,0.0,0.986669,0.0,0.356951,0.0,offen_beobachtet_potenzial,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_open_observation,dio_0fzl,observed_potential,3,0.0,1.156311,0.0,WAIT,inner_carried_to_inner_open_observation,-0.010785,0.0,-1.0,0.0,-0.019944,0.0,-0.205584,0.0,0.083228,0.0,offen_beobachtet_potenzial,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_open_observation,dio_0ps1,observed_potential,2,0.0,2.763842,0.0,WAIT,inner_carried_to_inner_open_observation,-0.032912,0.0,-1.0,0.0,-0.112553,0.0,-0.231515,0.0,0.144397,0.0,offen_beobachtet_potenzial,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_open_observation,dio_10dk,observed_potential,3,0.0,0.588627,0.0,WAIT,same_inner_state,-0.419184,0.0,-0.333333,0.0,0.369028,0.0,0.096672,0.0,0.379228,0.0,offen_beobachtet_potenzial,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_open_observation,dio_13u8,observed_potential,3,0.0,1.054488,0.0,WAIT,same_inner_state,0.346141,0.0,0.0,0.0,0.055275,0.0,0.384523,0.0,0.214554,0.0,offen_beobachtet_potenzial,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_open_observation,dio_14xc,observed_potential,4,0.0,0.378512,0.0,WAIT,"inner_carried_to_inner_open_observation,same_inner_state",0.845244,0.0,1.0,0.0,0.023468,0.0,0.993429,0.0,0.389748,0.0,offen_beobachtet_potenzial,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_open_observation,dio_1d1z,observed_potential,3,0.0,0.928863,0.0,WAIT,inner_carried_to_inner_open_observation,-0.17965,0.0,-1.0,0.0,0.337931,0.0,-0.294621,0.0,0.299214,0.0,offen_beobachtet_potenzial,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_open_observation,dio_1d3r,observed_potential,3,0.0,2.52402,0.0,WAIT,same_inner_state,-0.615167,0.0,0.0,0.0,0.280834,0.0,0.321366,0.0,0.394732,0.0,offen_beobachtet_potenzial,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_open_observation,dio_1f9y,observed_potential,3,0.0,0.236691,0.0,WAIT,"inner_carried_to_inner_open_observation,same_inner_state",0.881135,0.0,1.0,0.0,0.085225,0.0,0.976137,0.0,0.409982,0.0,offen_beobachtet_potenzial,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_unfinished,dio_1k7y,observed_potential,4,0.0,2.780168,0.0,WAIT,inner_open_observation_to_inner_unfinished,0.359266,0.0,0.0,0.0,-0.077778,0.0,0.378222,0.0,0.290899,0.0,offen_lesen,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_open_observation,dio_1mym,observed_potential,4,0.0,0.700112,0.0,WAIT,same_inner_state,0.754296,0.0,1.0,0.0,-0.070649,0.0,0.980218,0.0,0.366561,0.0,offen_beobachtet_potenzial,1,probe17_first,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_first\dio_mini_passive_inner_coherence_map_detail.csv
inner_carried,dio_0ofo,positive_real_contact,4,5.812,5.812,1.453,LONG,same_inner_state,-0.458776,0.0,0.0,0.0,0.023375,0.0,0.393455,0.0,0.298608,0.0,getragen_sensorisch_bestaetigt,1,probe17_repeat,debug\dio_mini_passive_cortex_standard_probe17_18_inner_coherence_transfer_base\passive_inner_coherence_probe17_repeat\dio_mini_passive_inner_coherence_map_detail.csv
