shift_state,anchor_type,anchor_symbol,left_label,right_label,left_text_island_symbol,right_text_island_symbol,same_text_island,left_inner_map_state,right_inner_map_state,left_semantic_maturity_score,right_semantic_maturity_score,score_delta,left_rawness,right_rawness,shared_families,shared_family_count,left_stability_pressure,right_stability_pressure,left_variation_bearing,right_variation_bearing,left_families,right_families,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
syntax_survives_raw,family,dio_02rt,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_3ahgvi,dio_text_1k9bges,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_02rt,1,0.55,0.55,0.085333333,0.082666667,dio_02rt|dio_1a18,dio_02rt,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0325,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_1x39ndk,dio_text_1q6p,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.226666667,0.02,0.793333333,0.773333333,dio_0325,1,0.55,0.55,0.082666667,0.090666667,dio_0325,dio_0325|dio_10qz|dio_114i|dio_1ytc,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_09u3,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_hcsd1z,dio_text_xdrx62,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_09u3,1,0.55,0.55,0.082666667,0.085333333,dio_09u3,dio_07kj|dio_09u3,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0gx0,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_tzg61t,dio_text_pkavwx,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_0gx0,1,0.55,0.55,0.085333333,0.082666667,dio_0gx0|dio_1n79,dio_0gx0,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0j34,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_1f60dmw,dio_text_cuitat,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_0j34,1,0.55,0.55,0.085333333,0.082666667,dio_0j34|dio_0ocp,dio_0j34,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0jty,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_q7svt4,dio_text_1v4yrgh,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_0jty,1,0.55,0.55,0.085333333,0.082666667,dio_0jty|dio_0reg,dio_0jty,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0ocp,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_1f60dmw,dio_text_1fad5qi,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_0ocp,1,0.55,0.55,0.085333333,0.082666667,dio_0j34|dio_0ocp,dio_0ocp,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0p12,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_1jo5mc3,dio_text_zun37b,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.213333333,0.0,0.786666667,0.786666667,dio_0p12,1,0.55,0.55,0.085333333,0.085333333,dio_0p12|dio_101q,dio_0p12|dio_13di,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0r8l,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_17qoq7i,dio_text_1iuwfze,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_0r8l,1,0.55,0.55,0.082666667,0.085333333,dio_0r8l,dio_0r8l|dio_10xx,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0reg,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_q7svt4,dio_text_19ui5ym,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_0reg,1,0.55,0.55,0.085333333,0.082666667,dio_0jty|dio_0reg,dio_0reg,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0udt,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_14yrjgy,dio_text_1dvsjku,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.213333333,0.0,0.786666667,0.786666667,dio_0udt,1,0.55,0.55,0.085333333,0.085333333,dio_0udt|dio_17ea,dio_03ud|dio_0udt,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0w16,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_13noqpo,dio_text_1y45cf6,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_0w16,1,0.55,0.55,0.085333333,0.082666667,dio_0w16|dio_0yk9,dio_0w16,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_0yk9,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_13noqpo,dio_text_1xai1z3,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.213333333,0.206666667,-0.006666666,0.786666667,0.793333333,dio_0yk9,1,0.55,0.55,0.085333333,0.082666667,dio_0w16|dio_0yk9,dio_0yk9,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_10qz,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_1puy4tw,dio_text_1q6p,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.22,0.226666667,0.006666667,0.78,0.773333333,dio_10qz|dio_114i|dio_1ytc,3,0.55,0.55,0.088,0.090666667,dio_10qz|dio_114i|dio_1ytc,dio_0325|dio_10qz|dio_114i|dio_1ytc,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_10xx,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_10ojhxx,dio_text_1iuwfze,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_10xx,1,0.55,0.55,0.082666667,0.085333333,dio_10xx,dio_0r8l|dio_10xx,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_12md,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_1gfl3ym,dio_text_1vsykj3,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_12md,1,0.55,0.55,0.082666667,0.085333333,dio_12md,dio_12md|dio_14ud,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_140n,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_1fmhwrb,dio_text_19a4wib,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_140n,1,0.55,0.55,0.082666667,0.085333333,dio_140n,dio_140n|dio_1r1o,True,False,False,False,False,False,False,False
syntax_survives_raw,family,dio_14ud,J_FOLGEKONTAKT,VARIANTE_K_folgekontakt2,dio_text_1pg5688,dio_text_1vsykj3,False,inner_unconfirmed_raw_space,inner_unconfirmed_raw_space,0.206666667,0.213333333,0.006666666,0.793333333,0.786666667,dio_14ud,1,0.55,0.55,0.082666667,0.085333333,dio_14ud,dio_12md|dio_14ud,True,False,False,False,False,False,False,False
