inner_state,contact_state,count,reward_sum,event_reward_sum,avg_reward,families,actions,outcome_events
inner_consequence_carried,real_contact_carried,5,5.0,5.0,1.0,"dio_0cgn,dio_0hd3,dio_1g18","LONG,SHORT",TP
inner_consequence_conflicted,real_contact_burdened,2,-2.0,-2.0,-1.0,dio_0x52,SHORT,SL
inner_consequence_quiet,held_impulse_without_action,1,0.0,0.0,0.0,dio_15ms,WAIT,NO_TRADE
inner_consequence_quiet,observed_without_action,18,0.0,0.0,0.0,"dio_07rf,dio_0cgn,dio_0gmg,dio_0izw,dio_15ms,dio_173s,dio_1mn2,dio_1mx2,dio_1pfo",WAIT,NO_TRADE
