kinship_class,family_count,avg_similarity,same_action_count,same_outcome_count,families
open_to_open,5,0.894815221,2,2,"dio_02qu->dio_1k7y,dio_0arw->dio_1d3r,dio_14xc->dio_143d,dio_1txv->dio_1c6b,dio_1vpi->dio_1m4n"
