text_island_maturity_state,count,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
drifting_unstable_text_island,1,True,False,False,False,False,False,False,False
new_unconfirmed_text_island,137,True,False,False,False,False,False,False,False
stable_recurrent_text_island,6,True,False,False,False,False,False,False,False
variant_resilient_text_island,26,True,False,False,False,False,False,False,False
