cluster_candidate_state,cluster_count,families,passive_only,influences_action
single_relation_not_cluster,14,dio_0x52+dio_0eh8|dio_0x52+dio_0g0p|dio_0x52+dio_0gtz|dio_0x52+dio_0hd3|dio_0x52+dio_0qze|dio_0x52+dio_0szn|dio_0x52+dio_0t0v|dio_0x52+dio_0u8u|dio_0x52+dio_0y8w|dio_0x52+dio_1361|dio_0x52+dio_14eb|dio_0x52+dio_14i8|dio_0x52+dio_1ayy|dio_0x52+dio_1t1w,True,False
