neighbor_state,pair_count,family_count,families,max_meaning_similarity,avg_meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
passive_same_meaning_island,155,64,dio_00ha|dio_05c5|dio_0687|dio_06gy|dio_08l0|dio_08ng|dio_09dp|dio_09od|dio_0av4|dio_0azl|dio_0brc|dio_0cmg|dio_0doc|dio_0hd3|dio_0ic5|dio_0jhl|dio_0kjn|dio_0m7w|dio_0nwm|dio_0p55|dio_0q96|dio_0s84|dio_0sg3|dio_0t5z|dio_0td9|dio_0u8f|dio_0wsp|dio_0wvp|dio_0x0x|dio_0xo2|dio_0xt4|dio_0z8c|dio_11ex|dio_1215|dio_12dn|dio_12xn|dio_13p1|dio_14c1|dio_17ao|dio_1935|dio_1d0v|dio_1dlu|dio_1et3|dio_1ff0|dio_1gv7|dio_1hs5|dio_1jba|dio_1jgc|dio_1k1o|dio_1k5p|dio_1kg8|dio_1ldo|dio_1m86|dio_1mrs|dio_1nvu|dio_1qpi|dio_1r1g|dio_1rv1|dio_1t1w|dio_1tsz|dio_1ull|dio_1vlc|dio_1w3j|dio_1yvr,0.999946,0.986922,True,False,False,False,False,False,False,False
passive_near_meaning_neighbor,56,63,dio_04kx|dio_05k3|dio_0687|dio_06gy|dio_08l0|dio_08ng|dio_09od|dio_0brc|dio_0doc|dio_0fvj|dio_0hd3|dio_0ic5|dio_0jhl|dio_0kjn|dio_0nwm|dio_0p55|dio_0q96|dio_0qym|dio_0s84|dio_0sg3|dio_0u8f|dio_0wsp|dio_0wvp|dio_0x0x|dio_0x52|dio_0xt4|dio_11ex|dio_1215|dio_12dn|dio_12xn|dio_13p1|dio_14c1|dio_15gs|dio_1935|dio_19mp|dio_1aqj|dio_1bwy|dio_1d0v|dio_1ekt|dio_1et3|dio_1ff0|dio_1gv7|dio_1hs5|dio_1jba|dio_1jgc|dio_1k1o|dio_1k5p|dio_1kg8|dio_1ldo|dio_1lno|dio_1mrs|dio_1noq|dio_1nvu|dio_1qpi|dio_1r1g|dio_1rv1|dio_1t1w|dio_1tsz|dio_1ull|dio_1vlc|dio_1w3j|dio_1xfw|dio_1yvr,0.992829,0.968879,True,False,False,False,False,False,False,False
weak_meaning_kinship,29,24,dio_00ha|dio_0687|dio_08l0|dio_09dp|dio_09od|dio_0azl|dio_0ic5|dio_0jhl|dio_0kjn|dio_0nwm|dio_0s84|dio_0wvp|dio_0x0x|dio_0xo2|dio_1d0v|dio_1ff0|dio_1k5p|dio_1kg8|dio_1ldo|dio_1nvu|dio_1qpi|dio_1vlc|dio_1w3j|dio_1yvr,0.971672,0.95872,True,False,False,False,False,False,False,False
