contact_id,contact_symbol,contact_lage_state,run,tick,timestamp_ms,symbol,symbol_family,episode_contact_state,action,best_action_training,observation_learning_action,reward,trade_readiness,associative_trade,observation_learning_pressure
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,1,1767460300000000,dio_0c6oby6,dio_0c6o,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.005555,0.079352,0.075741
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,2,1767460600000000,dio_1k8mt4y,dio_1k8m,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.005473,0.078190,0.074633
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,3,1767460900000000,dio_1guc9eq,dio_1guc,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004886,0.069805,0.066629
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,4,1767461200000000,dio_199cglh,dio_199c,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004994,0.071338,0.068092
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,5,1767461500000000,dio_0u1izga,dio_0u1i,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.014827,0.073295,0.063658
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,6,1767461800000000,dio_0hd3xl3,dio_0hd3,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.005398,0.077112,0.073603
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,7,1767462100000000,dio_15ms14o,dio_15ms,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004253,0.060762,0.057997
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,8,1767462400000000,dio_0izwfm7,dio_0izw,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.003965,0.056642,0.054065
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,9,1767462700000000,dio_07rfl5q,dio_07rf,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004069,0.058134,0.055489
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,10,1767463000000000,dio_13zuyph,dio_13zu,kontakt_ruhend,WAIT,WAIT,-,0.000000,0.004104,0.058627,0.000000
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,11,1767463300000000,dio_0avwxxm,dio_0avw,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004064,0.058062,0.055420
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,12,1767463600000000,dio_0jcox2a,dio_0jco,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004224,0.060337,0.057591
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,13,1767463900000000,dio_1g18jad,dio_1g18,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.003802,0.054311,0.051840
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,14,1767464200000000,dio_1wiep1d,dio_1wie,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004223,0.060329,0.057584
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,15,1767464500000000,dio_05s49hp,dio_05s4,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.004307,0.061531,0.058731
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,16,1767464800000000,dio_14jlcoa,dio_14jl,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.003679,0.052564,0.050172
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,17,1767465100000000,dio_12jmqj2,dio_12jm,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.003701,0.052876,0.050470
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,124,18,1767465400000000,dio_1vp3as9,dio_1vp3,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004019,0.057418,0.054806
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,1,1767460300000000,dio_0c6oby6,dio_0c6o,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.015405,0.074896,0.064883
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,2,1767460600000000,dio_1k8mt4y,dio_1k8m,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.010473,0.074476,0.067669
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,3,1767460900000000,dio_1guc9eq,dio_1guc,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.005832,0.067166,0.063375
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,4,1767461200000000,dio_199cglh,dio_199c,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.009896,0.068590,0.062157
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,5,1767461500000000,dio_0u1izga,dio_0u1i,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.042733,0.071188,0.043411
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,6,1767461800000000,dio_0hd3xl3,dio_0hd3,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.019511,0.074777,0.062095
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,7,1767462100000000,dio_15ms14o,dio_15ms,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.013430,0.058246,0.049517
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,8,1767462400000000,dio_0izwfm7,dio_0izw,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.007702,0.054482,0.049475
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,9,1767462700000000,dio_07rfl5q,dio_07rf,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.003913,0.055895,0.053352
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,10,1767463000000000,dio_13zuyph,dio_13zu,kontakt_ruhend,WAIT,WAIT,-,0.000000,0.003971,0.056731,0.000000
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,11,1767463300000000,dio_0avwxxm,dio_0avw,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.006330,0.056711,0.052597
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,12,1767463600000000,dio_0jcox2a,dio_0jco,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.010498,0.058434,0.051610
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,13,1767463900000000,dio_1g18jad,dio_1g18,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.011298,0.053117,0.045773
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,14,1767464200000000,dio_1wiep1d,dio_1wie,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.011722,0.059360,0.051741
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,15,1767464500000000,dio_05s49hp,dio_05s4,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.006149,0.060964,0.056967
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,16,1767464800000000,dio_14jlcoa,dio_14jl,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.006294,0.052145,0.048054
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,17,1767465100000000,dio_12jmqj2,dio_12jm,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.009068,0.052324,0.046429
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,125,18,1767465400000000,dio_1vp3as9,dio_1vp3,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.005576,0.057042,0.053418
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,126,1,1767460300000000,dio_0c6oby6,dio_0c6o,kontakt_handlung_bestaetigt,LONG,LONG,-,1.148164,0.046045,0.075552,0.000000
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,126,6,1767461800000000,dio_0hd3xl3,dio_0hd3,kontakt_handlung_bestaetigt,SHORT,SHORT,-,1.459285,0.058429,0.075244,0.000000
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,126,11,1767463300000000,dio_0avwxxm,dio_0avw,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.012857,0.057275,0.048918
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,126,12,1767463600000000,dio_0jcox2a,dio_0jco,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.030045,0.058735,0.039205
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,126,13,1767463900000000,dio_1g18jad,dio_1g18,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.032486,0.053439,0.032324
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,126,14,1767464200000000,dio_1wiep1d,dio_1wie,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.032893,0.059734,0.038353
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,126,15,1767464500000000,dio_05s49hp,dio_05s4,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.011358,0.061541,0.054159
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,126,16,1767464800000000,dio_14jlcoa,dio_14jl,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.015895,0.052652,0.042320
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,126,17,1767465100000000,dio_12jmqj2,dio_12jm,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.023979,0.052670,0.037083
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,126,18,1767465400000000,dio_1uv4hpc,dio_1uv4,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.004017,0.057388,0.054777
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,127,1,1767460300000000,dio_0c6oby6,dio_0c6o,kontakt_handlung_bestaetigt,LONG,LONG,-,1.148164,0.160469,0.076285,0.000000
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,127,6,1767461800000000,dio_0hd3xl3,dio_0hd3,kontakt_handlung_bestaetigt,SHORT,SHORT,-,1.459285,0.203874,0.076311,0.000000
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,127,11,1767463300000000,dio_0avwxxm,dio_0avw,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.022950,0.057985,0.043068
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,127,12,1767463600000000,dio_0jcox2a,dio_0jco,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.060242,0.058757,0.020565
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,127,13,1767463900000000,dio_1g18jad,dio_1g18,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.065240,0.053689,0.018791
kontakt_sensorvarianz_probe13_shift,dio_contact_00ebb6g,verschobene_sensorvarianz,127,14,1767464200000000,dio_1wiep1d,dio_1wie,kontakt_handlung_bestaetigt,SHORT,SHORT,-,0.794658,0.065604,0.060112,0.000000
