symbol_family,maturation_state,stability_label,count,run_count,runs,reward_sum,event_reward_sum,avg_reward,avg_dominant_share,dominant_binding_state,dominant_inner_state,dominant_contact_state,dominant_action,dominant_outcome_event,dominant_sight_state,dominant_hearing_state,dominant_feeling_state,maturation_sentence,passive_only
dio_02qu,maturation_stable_carried,multisensory_stable_repeat,1,1,155,1.0,1.0,1.0,1.0,multisensory_carried_contact,inner_consequence_carried,real_contact_carried,LONG,TP,sehen_teilform,hoeren_mittlere_spannung,fuehlen_offen,"dio_02qu: stabile tragende Wiederkehr; multisensory_carried_contact; Sehen=sehen_teilform, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_offen; reward_sum=1.000000; Runs=155.",1
dio_0arw,maturation_stable_carried,multisensory_stable_repeat,3,3,"153,154,155",3.0,3.0,1.0,1.0,multisensory_carried_contact,inner_consequence_carried,real_contact_carried,LONG,TP,sehen_teilform,hoeren_leise,fuehlen_offen,"dio_0arw: stabile tragende Wiederkehr; multisensory_carried_contact; Sehen=sehen_teilform, Hoeren=hoeren_leise, Fuehlen=fuehlen_offen; reward_sum=3.000000; Runs=153,154,155.",1
dio_0t0v,maturation_stable_carried,multisensory_stable_repeat,2,2,"153,154",2.0,2.0,1.0,1.0,multisensory_carried_contact,inner_consequence_carried,real_contact_carried,LONG,TP,sehen_stabile_form,hoeren_mittlere_spannung,fuehlen_inkoharent,"dio_0t0v: stabile tragende Wiederkehr; multisensory_carried_contact; Sehen=sehen_stabile_form, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_inkoharent; reward_sum=2.000000; Runs=153,154.",1
dio_1u7v,maturation_stable_carried,multisensory_stable_repeat,3,3,"153,154,155",3.0,3.0,1.0,1.0,multisensory_carried_contact,inner_consequence_carried,real_contact_carried,SHORT,TP,sehen_stabile_form,hoeren_mittlere_spannung,fuehlen_koharent_ruhig,"dio_1u7v: stabile tragende Wiederkehr; multisensory_carried_contact; Sehen=sehen_stabile_form, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_ruhig; reward_sum=3.000000; Runs=153,154,155.",1
dio_1vpi,maturation_mixed_recurrence,multisensory_mixed_repeat,3,3,"153,154,155",1.0,1.0,0.333333,0.791667,multisensory_quiet_hold,inner_consequence_quiet,held_impulse_without_action,WAIT,NO_TRADE,sehen_geformte_bewegung,hoeren_mittlere_spannung,fuehlen_koharent_gespannt,"dio_1vpi: gemischte Wiederkehr; multisensory_quiet_hold; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_koharent_gespannt; reward_sum=1.000000; Runs=153,154,155.",1
dio_00qb,maturation_quiet_observation,multisensory_stable_repeat,2,2,"153,154",0.0,0.0,0.0,1.0,multisensory_quiet_hold,inner_consequence_quiet,held_impulse_without_action,WAIT,NO_TRADE,sehen_teilform,hoeren_mittlere_spannung,fuehlen_offen,"dio_00qb: stabile ruhige Beobachtung; multisensory_quiet_hold; Sehen=sehen_teilform, Hoeren=hoeren_mittlere_spannung, Fuehlen=fuehlen_offen; Runs=153,154.",1
dio_14xc,maturation_quiet_observation,multisensory_mostly_stable,3,3,"153,154,155",0.0,0.0,0.0,0.916667,multisensory_quiet_hold,inner_consequence_quiet,held_impulse_without_action,WAIT,NO_TRADE,sehen_geformte_bewegung,hoeren_leise,fuehlen_koharent_gespannt,"dio_14xc: stabile ruhige Beobachtung; multisensory_quiet_hold; Sehen=sehen_geformte_bewegung, Hoeren=hoeren_leise, Fuehlen=fuehlen_koharent_gespannt; Runs=153,154,155.",1
