metric,value,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
matrix_node_count,78,True,False,False,False,False,False,False,False
matrix_edge_count,196,True,False,False,False,False,False,False,False
matrix_island_count,13,True,False,False,False,False,False,False,False
density_reproduction,0.971939,True,False,False,False,False,False,False,False
max_semantic_density,0.816995,True,False,False,False,False,False,False,False
max_variant_attraction,0.997576,True,False,False,False,False,False,False,False
max_semantic_vorticity,0.624991,True,False,False,False,False,False,False,False
