source,tick,timestamp_ms,symbol,symbol_family,action,raw_action,outcome_event,best_action_training,mini_temporal_state,mini_neuro_dominant_tone,reflection_context_state,reward,observation_learning_pressure,sehen_form_flow,sehen_form_stability,sehen_form_change,hoeren_energy_tone,hoeren_energy_shift,fuehlen_mcm_coherence,fuehlen_mcm_tension,fuehlen_mcm_asymmetry,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal
dio_mini_repro_semantic_matrix_6episoden_varianteF_20260607_probe20/dio_mini_lauf_1,50,1773215200000000,dio_002s17r,dio_002s,WAIT,WAIT,NO_TRADE,SHORT,temporal_first_contact,focus_tone,reflection_context_unloaded,0.0,0.38184,0.092303,0.0,-0.249253,-0.095336,0.084034,0.373306,0.118689,0.008676,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteF_20260607_probe20/dio_mini_lauf_2,50,1773215200000000,dio_002s17r,dio_002s,WAIT,WAIT,NO_TRADE,SHORT,temporal_first_contact,focus_tone,reflection_context_unloaded,0.0,0.38184,0.092303,0.0,-0.249253,-0.095336,0.084034,0.373306,0.118689,0.008676,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteF_20260607_probe24/dio_mini_lauf_1,30,1773245240000000,dio_005qybz,dio_005q,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,focus_tone,reflection_context_unloaded,0.0,0.429555,-0.597725,0.0,0.903353,-0.069136,0.07732,0.380642,0.424618,-0.102457,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteF_20260607_probe24/dio_mini_lauf_2,30,1773245240000000,dio_005qybz,dio_005q,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,focus_tone,reflection_context_unloaded,0.0,0.429555,-0.597725,0.0,0.903353,-0.069136,0.07732,0.380642,0.424618,-0.102457,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteF_20260607_probe25/dio_mini_lauf_1,4,1773246450000000,dio_005qokf,dio_005q,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,observation_tone,reflection_context_unloaded,0.0,0.416481,-0.63308,0.0,-0.410885,0.3849,0.155211,0.292228,0.493293,-0.422095,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteF_20260607_probe25/dio_mini_lauf_2,4,1773246450000000,dio_005qokf,dio_005q,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,observation_tone,reflection_context_unloaded,0.0,0.416481,-0.63308,0.0,-0.410885,0.3849,0.155211,0.292228,0.493293,-0.422095,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteF_20260607_probe25/dio_mini_lauf_1,28,1773253650000000,dio_00fqa9e,dio_00fq,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,observation_tone,reflection_context_unloaded,0.0,0.419785,-0.641215,0.0,-0.40939,0.359572,0.145228,0.29932,0.485833,-0.428289,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteF_20260607_probe25/dio_mini_lauf_2,28,1773253650000000,dio_00fqa9e,dio_00fq,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,observation_tone,reflection_context_unloaded,0.0,0.419785,-0.641215,0.0,-0.40939,0.359572,0.145228,0.29932,0.485833,-0.428289,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteF_20260607_probe26/dio_mini_lauf_1,28,1773262660000000,dio_00fqa9e,dio_00fq,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,observation_tone,reflection_context_unloaded,0.0,0.421852,-0.646951,0.0,-0.391308,0.348945,0.176349,0.302295,0.480886,-0.420937,True,False,False,False,False,False,False,False
dio_mini_repro_semantic_matrix_6episoden_varianteF_20260607_probe26/dio_mini_lauf_2,28,1773262660000000,dio_00fqa9e,dio_00fq,WAIT,WAIT,NO_TRADE,LONG,temporal_first_contact,observation_tone,reflection_context_unloaded,0.0,0.421852,-0.646951,0.0,-0.391308,0.348945,0.176349,0.302295,0.480886,-0.420937,True,False,False,False,False,False,False,False
