family,probe_count,seen_count,executed_count,reward_sum,probe_states,timeline_states,strongest_action_traces,passive_sentence
dio_14jl,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_14jl: bleibt in den gelesenen Welten still.
dio_14ku,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_14ku: bleibt in den gelesenen Welten still.
dio_14mj,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_14mj: bleibt in den gelesenen Welten still.
dio_14wi,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_14wi: bleibt in den gelesenen Welten still.
dio_14xc,2,2,0,0.0,probe17_repeat:seen_unclear -> probe18_variation:seen_unclear,-,LONG,"dio_14xc: bleibt gemischt/offen, reward_sum=0.000000."
dio_14zx,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_14zx: bleibt in den gelesenen Welten still.
dio_151h,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_151h: bleibt in den gelesenen Welten still.
dio_1527,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1527: bleibt in den gelesenen Welten still.
dio_15a2,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_15a2: bleibt in den gelesenen Welten still.
dio_15bt,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_15bt: bleibt in den gelesenen Welten still.
dio_15fd,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_15fd: bleibt in den gelesenen Welten still.
dio_15ms,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_15ms: bleibt in den gelesenen Welten still.
dio_15or,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_15or: bleibt in den gelesenen Welten still.
dio_15r2,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_15r2: bleibt in den gelesenen Welten still.
dio_15r8,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_15r8: bleibt in den gelesenen Welten still.
dio_15th,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_15th: bleibt in den gelesenen Welten still.
dio_16kb,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_16kb: bleibt in den gelesenen Welten still.
dio_16yc,1,1,0,0.0,probe18_variation:seen_unclear,-,-,"dio_16yc: bleibt gemischt/offen, reward_sum=0.000000."
dio_16yf,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_16yf: bleibt in den gelesenen Welten still.
dio_179o,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_179o: bleibt in den gelesenen Welten still.
dio_17tf,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_17tf: bleibt in den gelesenen Welten still.
dio_185j,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_185j: bleibt in den gelesenen Welten still.
dio_18fu,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_18fu: bleibt in den gelesenen Welten still.
dio_18iw,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_18iw: bleibt in den gelesenen Welten still.
dio_18j3,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_18j3: bleibt in den gelesenen Welten still.
dio_18je,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_18je: bleibt in den gelesenen Welten still.
dio_18jg,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_18jg: bleibt in den gelesenen Welten still.
dio_18wf,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_18wf: bleibt in den gelesenen Welten still.
dio_1916,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1916: bleibt in den gelesenen Welten still.
dio_1985,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1985: bleibt in den gelesenen Welten still.
dio_199c,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_199c: bleibt in den gelesenen Welten still.
dio_19i4,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_19i4: bleibt in den gelesenen Welten still.
dio_19p6,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_19p6: bleibt in den gelesenen Welten still.
dio_19qg,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_19qg: bleibt in den gelesenen Welten still.
dio_1alf,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1alf: bleibt in den gelesenen Welten still.
dio_1amw,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1amw: bleibt in den gelesenen Welten still.
dio_1at7,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1at7: bleibt in den gelesenen Welten still.
dio_1ax9,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1ax9: bleibt in den gelesenen Welten still.
dio_1ayy,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1ayy: bleibt in den gelesenen Welten still.
dio_1bkh,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1bkh: bleibt in den gelesenen Welten still.
dio_1bzs,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1bzs: bleibt in den gelesenen Welten still.
dio_1c48,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1c48: bleibt in den gelesenen Welten still.
dio_1ce7,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1ce7: bleibt in den gelesenen Welten still.
dio_1cey,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1cey: bleibt in den gelesenen Welten still.
dio_1cpq,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1cpq: bleibt in den gelesenen Welten still.
dio_1d1z,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1d1z: bleibt in den gelesenen Welten still.
dio_1d3r,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1d3r: bleibt in den gelesenen Welten still.
dio_1d6j,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1d6j: bleibt in den gelesenen Welten still.
dio_1dmh,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1dmh: bleibt in den gelesenen Welten still.
dio_1e6y,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1e6y: bleibt in den gelesenen Welten still.
dio_1erd,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1erd: bleibt in den gelesenen Welten still.
dio_1et3,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1et3: bleibt in den gelesenen Welten still.
dio_1f9y,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1f9y: bleibt in den gelesenen Welten still.
dio_1fcl,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1fcl: bleibt in den gelesenen Welten still.
dio_1fqy,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1fqy: bleibt in den gelesenen Welten still.
dio_1g18,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1g18: bleibt in den gelesenen Welten still.
dio_1g2t,1,1,0,0.0,probe18_variation:seen_unclear,-,-,"dio_1g2t: bleibt gemischt/offen, reward_sum=0.000000."
dio_1gj1,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1gj1: bleibt in den gelesenen Welten still.
dio_1gp1,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1gp1: bleibt in den gelesenen Welten still.
dio_1guc,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1guc: bleibt in den gelesenen Welten still.
dio_1gz3,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1gz3: bleibt in den gelesenen Welten still.
dio_1gzm,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1gzm: bleibt in den gelesenen Welten still.
dio_1h37,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,WAIT,dio_1h37: bleibt in den gelesenen Welten still.
dio_1h5i,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1h5i: bleibt in den gelesenen Welten still.
dio_1h5y,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1h5y: bleibt in den gelesenen Welten still.
dio_1hcy,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1hcy: bleibt in den gelesenen Welten still.
dio_1hhw,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1hhw: bleibt in den gelesenen Welten still.
dio_1hjj,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1hjj: bleibt in den gelesenen Welten still.
dio_1hjm,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1hjm: bleibt in den gelesenen Welten still.
dio_1hkr,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1hkr: bleibt in den gelesenen Welten still.
dio_1hzf,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1hzf: bleibt in den gelesenen Welten still.
dio_1i0f,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1i0f: bleibt in den gelesenen Welten still.
dio_1ieq,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1ieq: bleibt in den gelesenen Welten still.
dio_1ioc,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1ioc: bleibt in den gelesenen Welten still.
dio_1iuo,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1iuo: bleibt in den gelesenen Welten still.
dio_1iuq,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1iuq: bleibt in den gelesenen Welten still.
dio_1iwb,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1iwb: bleibt in den gelesenen Welten still.
dio_1iwu,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1iwu: bleibt in den gelesenen Welten still.
dio_1j0n,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1j0n: bleibt in den gelesenen Welten still.
dio_1j78,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1j78: bleibt in den gelesenen Welten still.
dio_1jn5,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1jn5: bleibt in den gelesenen Welten still.
dio_1jtc,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1jtc: bleibt in den gelesenen Welten still.
dio_1k0r,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1k0r: bleibt in den gelesenen Welten still.
dio_1k0x,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1k0x: bleibt in den gelesenen Welten still.
dio_1k7y,2,1,0,0.0,probe17_repeat:seen_unclear -> probe18_variation:not_seen,-,LONG,"dio_1k7y: bleibt gemischt/offen, reward_sum=0.000000."
dio_1k8m,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1k8m: bleibt in den gelesenen Welten still.
dio_1kfx,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1kfx: bleibt in den gelesenen Welten still.
dio_1kqv,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1kqv: bleibt in den gelesenen Welten still.
dio_1l2h,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1l2h: bleibt in den gelesenen Welten still.
dio_1l8g,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1l8g: bleibt in den gelesenen Welten still.
dio_1lam,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1lam: bleibt in den gelesenen Welten still.
dio_1ll4,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,WAIT,dio_1ll4: bleibt in den gelesenen Welten still.
dio_1lwc,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1lwc: bleibt in den gelesenen Welten still.
dio_1lz7,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1lz7: bleibt in den gelesenen Welten still.
dio_1m5f,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1m5f: bleibt in den gelesenen Welten still.
dio_1mc3,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1mc3: bleibt in den gelesenen Welten still.
dio_1mic,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1mic: bleibt in den gelesenen Welten still.
dio_1ml8,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1ml8: bleibt in den gelesenen Welten still.
dio_1mml,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1mml: bleibt in den gelesenen Welten still.
dio_1mx6,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1mx6: bleibt in den gelesenen Welten still.
dio_1mym,2,1,0,0.0,probe17_repeat:seen_unclear -> probe18_variation:not_seen,-,LONG,"dio_1mym: bleibt gemischt/offen, reward_sum=0.000000."
dio_1nky,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1nky: bleibt in den gelesenen Welten still.
dio_1nlc,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1nlc: bleibt in den gelesenen Welten still.
dio_1nnb,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1nnb: bleibt in den gelesenen Welten still.
dio_1og7,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1og7: bleibt in den gelesenen Welten still.
dio_1on4,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1on4: bleibt in den gelesenen Welten still.
dio_1p8p,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1p8p: bleibt in den gelesenen Welten still.
dio_1pgm,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1pgm: bleibt in den gelesenen Welten still.
dio_1pyo,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1pyo: bleibt in den gelesenen Welten still.
dio_1qcm,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1qcm: bleibt in den gelesenen Welten still.
dio_1qwp,1,1,0,0.0,probe18_variation:seen_unclear,-,-,"dio_1qwp: bleibt gemischt/offen, reward_sum=0.000000."
dio_1qxd,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,WAIT,dio_1qxd: bleibt in den gelesenen Welten still.
dio_1qyj,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1qyj: bleibt in den gelesenen Welten still.
dio_1r0b,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1r0b: bleibt in den gelesenen Welten still.
dio_1r0h,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1r0h: bleibt in den gelesenen Welten still.
dio_1r42,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1r42: bleibt in den gelesenen Welten still.
dio_1rka,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1rka: bleibt in den gelesenen Welten still.
dio_1rsi,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1rsi: bleibt in den gelesenen Welten still.
dio_1sgx,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1sgx: bleibt in den gelesenen Welten still.
dio_1stf,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1stf: bleibt in den gelesenen Welten still.
dio_1sxo,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1sxo: bleibt in den gelesenen Welten still.
dio_1tg9,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1tg9: bleibt in den gelesenen Welten still.
dio_1tik,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1tik: bleibt in den gelesenen Welten still.
dio_1tki,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1tki: bleibt in den gelesenen Welten still.
dio_1tmf,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1tmf: bleibt in den gelesenen Welten still.
dio_1tqx,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1tqx: bleibt in den gelesenen Welten still.
dio_1tsz,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1tsz: bleibt in den gelesenen Welten still.
dio_1tzc,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1tzc: bleibt in den gelesenen Welten still.
dio_1uez,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1uez: bleibt in den gelesenen Welten still.
dio_1uv4,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1uv4: bleibt in den gelesenen Welten still.
dio_1uyk,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1uyk: bleibt in den gelesenen Welten still.
dio_1v23,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1v23: bleibt in den gelesenen Welten still.
dio_1vb3,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1vb3: bleibt in den gelesenen Welten still.
dio_1vm7,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1vm7: bleibt in den gelesenen Welten still.
dio_1vp3,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1vp3: bleibt in den gelesenen Welten still.
dio_1wie,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,quiet_only,SHORT,dio_1wie: bleibt in den gelesenen Welten still.
dio_1wwt,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1wwt: bleibt in den gelesenen Welten still.
dio_1xdw,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1xdw: bleibt in den gelesenen Welten still.
dio_1xfl,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1xfl: bleibt in den gelesenen Welten still.
dio_1xmg,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1xmg: bleibt in den gelesenen Welten still.
dio_1y2t,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1y2t: bleibt in den gelesenen Welten still.
dio_1y8o,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1y8o: bleibt in den gelesenen Welten still.
dio_1yeo,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,SHORT,dio_1yeo: bleibt in den gelesenen Welten still.
dio_1ytj,2,0,0,0.0,probe17_repeat:not_seen -> probe18_variation:not_seen,-,LONG,dio_1ytj: bleibt in den gelesenen Welten still.
