contact_id,contact_symbol,contact_lage_state,run,tick,timestamp_ms,symbol,symbol_family,episode_contact_state,action,best_action_training,observation_learning_action,reward,trade_readiness,associative_trade,observation_learning_pressure
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,104,1,1767410300000000,dio_0wv3630,dio_0wv3,kontakt_handlung_bestaetigt,LONG,LONG,-,1.330472,0.365780,0.081555,0.000000
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,104,6,1767411800000000,dio_14ebdp0,dio_14eb,kontakt_handlung_bestaetigt,SHORT,SHORT,-,1.420801,0.392247,0.077469,0.000000
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,104,11,1767413300000000,dio_1ayyzfr,dio_1ayy,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.013081,0.062062,0.053559
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,104,12,1767413600000000,dio_16kbip9,dio_16kb,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.084306,0.069935,0.024477
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,104,13,1767413900000000,dio_0sznn5g,dio_0szn,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.094812,0.063828,0.022340
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,104,14,1767414200000000,dio_0eh8epc,dio_0eh8,kontakt_handlung_bestaetigt,SHORT,SHORT,-,0.742752,0.157840,0.070098,0.000000
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,105,1,1767410300000000,dio_0wv3630,dio_0wv3,kontakt_handlung_bestaetigt,LONG,LONG,-,1.330472,0.582876,0.083361,0.000000
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,105,6,1767411800000000,dio_14ebdp0,dio_14eb,kontakt_handlung_bestaetigt,SHORT,SHORT,-,1.420801,0.624129,0.079993,0.000000
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,105,11,1767413300000000,dio_1ayyzfr,dio_1ayy,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.017479,0.063568,0.052207
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,105,12,1767413600000000,dio_16kbip9,dio_16kb,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.123937,0.070562,0.024697
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,105,13,1767413900000000,dio_0sznn5g,dio_0szn,kontakt_handlung_bestaetigt,SHORT,SHORT,-,0.695387,0.139623,0.064496,0.000000
