contact_id,contact_symbol,contact_lage_state,run,tick,timestamp_ms,symbol,symbol_family,episode_contact_state,action,best_action_training,observation_learning_action,reward,trade_readiness,associative_trade,observation_learning_pressure
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,105,18,1767415400000000,dio_1l2hanx,dio_1l2h,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.019075,0.068089,0.055690
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,106,1,1767410300000000,dio_0wv3630,dio_0wv3,kontakt_handlung_bestaetigt,LONG,LONG,-,1.330472,0.688974,0.085042,0.000000
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,106,6,1767411800000000,dio_14ebdp0,dio_14eb,kontakt_handlung_bestaetigt,SHORT,SHORT,-,1.420801,0.737457,0.082496,0.000000
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,106,11,1767413300000000,dio_1ayyzfr,dio_1ayy,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.019477,0.064435,0.051775
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,106,12,1767413600000000,dio_16kbip9,dio_16kb,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.141790,0.070924,0.024823
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,106,13,1767413900000000,dio_0sznn5g,dio_0szn,kontakt_handlung_bestaetigt,SHORT,SHORT,-,0.695387,0.222578,0.064833,0.000000
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,106,18,1767415400000000,dio_1l2hanx,dio_1l2h,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.029010,0.068432,0.049575
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,107,1,1767410300000000,dio_0wv3630,dio_0wv3,kontakt_handlung_bestaetigt,LONG,LONG,-,1.330472,0.777705,0.085882,0.000000
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,107,6,1767411800000000,dio_14ebdp0,dio_14eb,kontakt_handlung_bestaetigt,SHORT,SHORT,-,1.420801,0.832226,0.083693,0.000000
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,107,11,1767413300000000,dio_1ayyzfr,dio_1ayy,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.021281,0.065043,0.051210
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,107,12,1767413600000000,dio_16kbip9,dio_16kb,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.157996,0.071260,0.024941
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,107,13,1767413900000000,dio_0sznn5g,dio_0szn,kontakt_handlung_bestaetigt,SHORT,SHORT,-,0.695387,0.291888,0.065133,0.000000
kontakt_exakt_probe8_repeat,dio_contact_0w23dz5,exakte_wiederbegegnung,107,18,1767415400000000,dio_1l2hanx,dio_1l2h,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.040920,0.068758,0.042160
