family_action,variant_reife_state,event_reward_sum,symbol_family,action,freshness_state,source_count,episode_count,run_count,outcome_events,avg_event_reward,phase_time_states,avg_phase_distance,avg_binding_pressure,avg_release_pressure,related_reference_family,related_reference_action,related_reference_outcome,transfer_reife_state,transfer_reife,transfer_similarity,transfer_event_relation,passive_only,writes_training_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,variant_reife_sentence
dio_0lyu:WAIT,variant_local_wait_context,0.0,dio_0lyu,WAIT,fresh_local_episode_trace,1,3,3,NO_TRADE:3,0.0,different_contact_afterimage:3,0.534916,0.0,1.0,,,,,0.0,0.0,,1,0,0,0,0,0,dio_0lyu:WAIT: Die Variante bleibt lokaler Wartungs-/Beobachtungskontext.
dio_19i4:WAIT,variant_local_wait_context,0.0,dio_19i4,WAIT,fresh_local_episode_trace,1,3,3,NO_TRADE:3,0.0,different_contact_afterimage:3,0.426817,0.0,1.0,,,,,0.0,0.0,,1,0,0,0,0,0,dio_19i4:WAIT: Die Variante bleibt lokaler Wartungs-/Beobachtungskontext.
dio_19p6:WAIT,variant_local_wait_context,0.0,dio_19p6,WAIT,fresh_local_episode_trace,1,3,3,NO_TRADE:3,0.0,different_contact_afterimage:3,0.547424,0.0,1.0,,,,,0.0,0.0,,1,0,0,0,0,0,dio_19p6:WAIT: Die Variante bleibt lokaler Wartungs-/Beobachtungskontext.
dio_0qrm:SHORT,variant_self_carried_action_trace,3.0,dio_0qrm,SHORT,fresh_local_episode_trace,1,3,3,TP:3,1.0,executed_temporal_contact:3,0.397694,0.0,1.0,,,,,0.0,0.0,,1,0,0,0,0,0,dio_0qrm:SHORT: Die Variante traegt diese Handlung aus eigener Konsequenz; reward=3.000000.
dio_0u8f:LONG,variant_self_carried_action_trace,3.0,dio_0u8f,LONG,fresh_local_episode_trace,1,3,3,TP:3,1.0,executed_temporal_contact:3,0.467543,0.0,1.0,dio_0arw,LONG,TP,transfer_reife_carried_same_consequence,0.950759803,0.870420535,positive_to_positive,1,0,0,0,0,0,dio_0u8f:LONG: Die Variante traegt diese Handlung aus eigener Konsequenz; reward=3.000000.
dio_0x52:SHORT,variant_self_carried_action_trace,3.0,dio_0x52,SHORT,fresh_local_episode_trace,1,3,3,TP:3,1.0,no_prior_phase:3,1.0,0.0,1.0,dio_1txv,SHORT,TP,transfer_reife_carried_same_consequence,0.982657248,0.954361178,positive_to_positive,1,0,0,0,0,0,dio_0x52:SHORT: Die Variante traegt diese Handlung aus eigener Konsequenz; reward=3.000000.
