contact_id,contact_symbol,contact_lage_state,run,tick,timestamp_ms,symbol,symbol_family,episode_contact_state,action,best_action_training,observation_learning_action,reward,trade_readiness,associative_trade,observation_learning_pressure
kontakt_nah_probe9,dio_contact_10xiwzq,nahe_aehnlichkeit,108,1,1767420300000000,dio_0wv3630,dio_0wv3,kontakt_handlung_bestaetigt,LONG,LONG,-,1.289028,0.851955,0.086578,0.000000
kontakt_nah_probe9,dio_contact_10xiwzq,nahe_aehnlichkeit,108,6,1767421800000000,dio_14ebdp0,dio_14eb,kontakt_handlung_bestaetigt,SHORT,SHORT,-,1.397153,0.893880,0.084558,0.000000
kontakt_nah_probe9,dio_contact_10xiwzq,nahe_aehnlichkeit,108,11,1767423300000000,dio_1ayyzfr,dio_1ayy,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.022906,0.065384,0.050495
kontakt_nah_probe9,dio_contact_10xiwzq,nahe_aehnlichkeit,108,12,1767423600000000,dio_16kbip9,dio_16kb,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.172724,0.071602,0.025061
kontakt_nah_probe9,dio_contact_10xiwzq,nahe_aehnlichkeit,108,13,1767423900000000,dio_0sznn5g,dio_0szn,kontakt_handlung_bestaetigt,SHORT,SHORT,-,0.703752,0.349833,0.065273,0.000000
kontakt_nah_probe9,dio_contact_10xiwzq,nahe_aehnlichkeit,108,18,1767425400000000,dio_1l2hanx,dio_1l2h,kontakt_beobachtet_reift,WAIT,LONG,LONG,0.000000,0.046295,0.069044,0.038952
kontakt_nah_probe9,dio_contact_10xiwzq,nahe_aehnlichkeit,109,1,1767420300000000,dio_0wv3630,dio_0wv3,kontakt_handlung_bestaetigt,LONG,LONG,-,1.289028,0.894408,0.087205,0.000000
kontakt_nah_probe9,dio_contact_10xiwzq,nahe_aehnlichkeit,109,6,1767421800000000,dio_14ebdp0,dio_14eb,kontakt_handlung_bestaetigt,SHORT,SHORT,-,1.397153,0.922790,0.085421,0.000000
kontakt_nah_probe9,dio_contact_10xiwzq,nahe_aehnlichkeit,109,11,1767423300000000,dio_1ayyzfr,dio_1ayy,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.024758,0.065731,0.049638
kontakt_nah_probe9,dio_contact_10xiwzq,nahe_aehnlichkeit,109,12,1767423600000000,dio_16kbip9,dio_16kb,kontakt_beobachtet_reift,WAIT,SHORT,SHORT,0.000000,0.185973,0.071811,0.025134
