left_family,right_family,left_episodes,right_episodes,left_reife_state,right_reife_state,reife_state_relation,left_neuro_tone,right_neuro_tone,neuro_tone_relation,left_action,right_action,action_relation,sense_distance,sense_similarity,mcm_distance,mcm_similarity,hearing_distance,hearing_similarity,temporal_distance,temporal_similarity,neuro_distance,neuro_similarity,reflection_distance,reflection_similarity,reife_distance,reife_similarity,meaning_distance,meaning_similarity,passive_only,writes_runtime_memory,read_by_mini_dio,influences_action,is_gate,is_motoric,is_entry_signal,is_direction_signal,neighbor_state,dio_neighbor_sentence
dio_1n79,dio_1aqj,2,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.003802,0.999884,0.002541,0.999948,0.005604,0.999749,0.0,1.0,0.000287,0.999999,0.000739,0.999996,0.0,1.0,0.002243,0.99996,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1n79+dio_1aqj: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1gwl,dio_0nvd,2,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.004745,0.99982,0.003411,0.999907,0.005562,0.999753,0.0,1.0,0.000394,0.999999,0.000519,0.999998,0.0,1.0,0.002653,0.999944,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1gwl+dio_0nvd: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1m7i,dio_10xx,2,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.006098,0.999703,0.003569,0.999898,0.004104,0.999865,0.0,1.0,0.000434,0.999998,0.000615,0.999997,0.0,1.0,0.002851,0.999935,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1m7i+dio_10xx: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1p8y,dio_0192,3,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.004826,0.999814,0.001008,0.999992,0.013402,0.998565,0.0,1.0,0.000794,0.999995,0.001449,0.999983,0.0,1.0,0.003215,0.999917,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1p8y+dio_0192: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_12x0,dio_0zkk,3,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.0085,0.999422,0.001553,0.999981,0.007514,0.999549,0.0,1.0,0.001185,0.999989,0.001164,0.999989,0.0,1.0,0.003542,0.9999,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_12x0+dio_0zkk: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1ffn,dio_1i05,1,1,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.00647,0.999665,0.007541,0.999545,0.000744,0.999996,0.0,1.0,0.001731,0.999976,0.000355,0.999999,0.0,1.0,0.003572,0.999898,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1ffn+dio_1i05: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0azl,dio_1n5f,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.008356,0.999442,0.005549,0.999754,0.006679,0.999643,0.0,1.0,0.001722,0.999976,0.000546,0.999998,0.0,1.0,0.004312,0.999851,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0azl+dio_1n5f: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0jx1,dio_1jfw,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.010052,0.999192,0.004077,0.999867,0.010439,0.999129,0.0,1.0,0.000259,0.999999,0.000394,0.999999,0.0,1.0,0.00463,0.999829,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0jx1+dio_1jfw: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0hl8,dio_1ee7,2,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007941,0.999496,0.008607,0.999408,0.004613,0.99983,0.0,1.0,0.002429,0.999953,0.001361,0.999985,0.0,1.0,0.004802,0.999816,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0hl8+dio_1ee7: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_02rt,dio_1a18,3,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.007488,0.999552,0.003143,0.999921,0.019143,0.997077,0.0,1.0,0.000637,0.999997,0.001319,0.999986,0.0,1.0,0.00498,0.999802,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_02rt+dio_1a18: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1gwl,dio_12sg,2,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.008315,0.999447,0.004785,0.999817,0.015631,0.998049,0.0,1.0,0.001791,0.999974,0.000609,0.999997,0.0,1.0,0.005223,0.999782,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1gwl+dio_12sg: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0l06,dio_15e5,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.011786,0.99889,0.006045,0.999708,0.006327,0.99968,0.0,1.0,0.002754,0.999939,0.000815,0.999995,0.0,1.0,0.005369,0.999769,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0l06+dio_15e5: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_010h,dio_0g9z,1,1,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.011029,0.999028,0.00813,0.999472,0.007055,0.999602,0.0,1.0,0.001116,0.99999,0.000253,0.999999,0.0,1.0,0.005459,0.999762,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_010h+dio_0g9z: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0j34,dio_0ocp,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.010075,0.999189,0.003229,0.999917,0.018981,0.997126,0.0,1.0,0.00046,0.999998,0.000495,0.999998,0.0,1.0,0.00551,0.999757,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0j34+dio_0ocp: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0zq7,dio_1j58,4,1,,,same_state,focus_tone,observation_tone,state_drift,WAIT,WAIT,same_state,0.010436,0.999129,0.006003,0.999712,0.011748,0.998897,0.0,1.0,0.001126,0.99999,0.002144,0.999963,0.0,1.0,0.005564,0.999752,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0zq7+dio_1j58: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0x52,dio_1lg2,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.01092,0.999047,0.010847,0.99906,0.002433,0.999953,0.0,1.0,0.002704,0.999942,0.000806,0.999995,0.0,1.0,0.005742,0.999736,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0x52+dio_1lg2: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0d83,dio_0qs0,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.011849,0.998878,0.010156,0.999175,0.005163,0.999787,0.0,1.0,0.00292,0.999932,0.001032,0.999991,0.0,1.0,0.006189,0.999694,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0d83+dio_0qs0: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0haj,dio_1a18,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.009069,0.999343,0.006733,0.999637,0.018612,0.997236,0.0,1.0,0.002313,0.999957,0.000727,0.999996,0.0,1.0,0.006273,0.999685,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0haj+dio_1a18: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1640,dio_14zz,2,1,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.011842,0.998879,0.006942,0.999615,0.013435,0.998558,0.0,1.0,0.002197,0.999961,0.001261,0.999987,0.0,1.0,0.00639,0.999673,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1640+dio_14zz: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_0nvd,dio_12sg,1,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.010373,0.99914,0.006584,0.999653,0.019157,0.997073,0.0,1.0,0.001397,0.999984,0.000458,0.999998,0.0,1.0,0.006469,0.999665,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_0nvd+dio_12sg: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_11vr,dio_0v3a,3,1,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.011026,0.999028,0.009286,0.999311,0.011066,0.999021,0.0,1.0,0.003298,0.999913,0.000926,0.999993,0.0,1.0,0.006553,0.999657,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_11vr+dio_0v3a: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_1k9e,dio_11e2,4,1,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.00956,0.999269,0.006123,0.9997,0.022718,0.995888,0.0,1.0,0.000949,0.999993,0.000643,0.999997,0.0,1.0,0.006552,0.999657,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_1k9e+dio_11e2: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_159y,dio_15u1,1,1,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.011783,0.99889,0.009326,0.999305,0.01265,0.998721,0.0,1.0,0.000786,0.999995,0.000861,0.999994,0.0,1.0,0.006577,0.999654,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_159y+dio_15u1: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_10qz,dio_1ytc,2,1,,,same_state,focus_tone,focus_tone,same_state,WAIT,WAIT,same_state,0.01678,0.997752,0.001666,0.999978,0.017165,0.997648,0.0,1.0,0.000487,0.999998,0.001311,0.999986,0.0,1.0,0.006627,0.999649,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_10qz+dio_1ytc: gleiche passive Bedeutungsinsel, ohne Handlung."
dio_16l1,dio_0jg9,3,1,,,same_state,observation_tone,observation_tone,same_state,WAIT,WAIT,same_state,0.010529,0.999114,0.00608,0.999704,0.022055,0.996124,0.0,1.0,0.000581,0.999997,0.000508,0.999998,0.0,1.0,0.006633,0.999648,True,False,False,False,False,False,False,False,passive_same_meaning_island,"dio_16l1+dio_0jg9: gleiche passive Bedeutungsinsel, ohne Handlung."
